Кластер 1;Кластер 2;Кластер 3;Кластер 4
166;453;320;621
141;566;203.5;2850
-872;232;557;2932
136;264;-251;889
68;353;445;1117
1869;399;1825;3112.5
174;680;204;320
259;80;155;619
240;511;220;2540
-636;2282;409;5456
289.3333333;341;-415.5;2907
-1811;367;218.5;3080
169;216;235;1206
-5;3000;191;661
68;423;343;1132
723;-430;172;1600
229;1063;675;1946
313;276;16;2169
512.5;504;107;2526
-513;418;-100;6218
232;245.5;54;750
81;161;-203;2326
150.3333333;454;213;765
34;1190;9;67
153;744;131;1200
287;177;822;43964
107;705;362;1050
164;248;648;1743
154;337;155;298.5
337;838;137;3940
13;277;110;140
762.6666667;912;69;1495
-834;857;132;3740
90;118;132;5179
89;810;666;209
269.5;975;133;1260
67;153.5;869;377
139;229;922;1623
-678;90.5;-964;1225
587;144;290;758
-668;416;452;500
149;1913;-1390.666667;314
-604;843;225;5369
13;499;46;572
1354;851;104;768
122;527;-345;911
-81.5;313;1164;1049
144;86;683;406
40;587;52;5200
207;566;380;2539
410.5;362;114;1475
250;975;-327;12583
76;1052.25;429.5;4690
81.5;201;30;9847
145;429;101;1060
304;633;232;2314
283.6666667;734;208;2088
-408;39;935;2043
-641;644.5;494;1398
210;1475;1072;282
-470;65;802;2971
-269;799;450;4881
-153;172.6666667;135;977
238.4285714;142.5;913.5;760
471;1047;453;6753
432;78;683;696
365;587;-128;464
340;796;23;161
296;376;418;410
177;1003;30;451
418;440;413;219
110;918;60;25
502;711;260;178
265;106;171;172
-1208;439;633;658
20;140;132;1061
218;1359;-705;209
-604;350;245;526
600;415;139;1031
-636;520;373;895
228;43;117;614.1
-1208;579;160;630
26;184;470;813
-244;52;169;1385
226;-63;169;502
153;610;1229;805
26;2154;4951;994
-378;368;99;2783
77.5;2553;5279;340
40;958;20;1088
8;120;-462;1147
147;545;396;670
86.5;310;-68.5;3642
258;319;-71;4575
151;757;380;371
306.6666667;85;909;271
360;-110;-42.5;896
232;58;335;1722
9;583;429.3333333;1464.5
246;374.3333333;164;21298
255;596;56;2643.5
206;317.6666667;-286;1230
1149;1223;391;8575
240;295.5;160;5340
53;143;26;3743
-636;304;1900;10386
-446;861;-40;729
34;210.5;112;294
217;1206;203;400
185;363.5;973;645
71;609;-57;3241
308;2186;-141;91
106;-243;239;1676
280;340;233;1097.5
-84.33333333;2307;157;3679
58;65;982;437
69;386;-468;300
224;279;288;5113
53;267;1146;2540
264;313;79;1421
403;301;304;1475
656;-35;498;434
168;77;569;1094
-181;4;149;2142
172;317;375;1555
130;457;294;1091
206.3333333;758.5;323;13596
-538;169;113;380
86;114;19;1508
1138.666667;180;65;528
239;577;288;5096
358;543;58;1663
-134;1333;281;749
-283.6666667;185;581;9641
594;1069.5;167;294
-404;176;-1478.5;1910
-34;371.6666667;44;663
15;408.5;1600;243
298;431;888;3544
144.5;268;-590;1418.5
-359;557.5;438;2828
1029;502;1086;6100
-299;275;117.5;880
26;313;221;2692
207;142;-171;3563
759;487;314;1081
-636;289;143;975
-1811;105;1030;2392
46;877;442;4002
-6;715;326;252
-159;466;196;1821
58;132;205;1641
138;329;320;739
704;376;683;2610
72;749;248;872
496;393;203;1598
-347;206.5;982;1435
321;270;-170;306
58;602;623;9138
116;249;813;181
65;765;386.6666667;1569
465;1037;243;2049
308;500;169;4117
37.5;427;140;450
366;942.5;3042;4969
179;129;2515;871
40;1800;360;1099
86;744;128.5;1865
-815;610;188.5;164
-44;750;64;831
627;1434;181;1861.666667
57;726;981;1245
172;675;225;150
135;448;571;2044
82;1256;130;1797
158;400;391;796
97;3525.5;341;500
84;601;245;1519
38;1577;93;1384
255;900.5;-302;1191.166667
247;309;290;220
128;354;116;250
69;1077;-728;400
24;542;-1310;350
-1240;248;12;1985
202;179;990;57
29;483;-283;1032
-145;215;409;1050
108;40;702.5;209.5
-1113;126;664;1387
215;508.3333333;1136;426
56;49;-1966;597
256.6666667;241;400;1686
-235;244;947;1116
695;-262;426;3278
-211.5;345;175;43980
54;3000;-250;118
442;699;-329;1380
55;600;21;2869
54;318;304;1200
-489;532;860;1098
654;-121;294;2085
324;659;298;89
35;689;423;3432
138;362;-178;555.5
-102;1099;51;1191
163;374.4;1050;5401
283;265.5;70;1532
-190;240;83;2388
-1208;217;821;2578
117;19;15;1651
278;162;601;1869
404.5;655;502;351
232;165;246.3333333;1191
222.5;338;94;1135
108.6666667;255;284;350
57;314;618;2359
349;872;82;1704
201;95;553.6666667;4151
993.5;509;179;349
4;-11;110;469
239;1927;290;1029
33;121;1326;320
242.6666667;1450;265;3219
544;1543.5;369;2934
-1323;499;86;178
266;740;94;965.5
8;340;156;206
-306.6666667;600;174;43976
-498;190;236;43972
408;549;51;25
606;350;249;1050.5
238.5;50;181;2525
56;314;392;8066
-479;466;370;1663
-780;414;47;720
118.5;597;-275.5;494
123;272;715;4615
-355;556;425;726
-712;1138;131.5;500
133;293;-507;575
166.5;1372;444;956
407;382;112;2511
360.5;227;125;48
129;106;64;1310
-280;231;54;1924
801;162.5;197;789
163;512;-126;524
-59.6;705;87;3679
86;290;220;973
36;308;98;410
-604;2423;1700;1051
244;2509;37;1831
596;583;154;1500
-2794;238;174;45992
140;471;-426;43965
100;423.5;298;11009
529;419;486;4989
-269;300.5;333;6998
161;767;-426;193
3103.5;2400;1990;90
-604;808;-1075;106
130;1234;173.6666667;43973
163;101;160;66
-1207;38;46;973
633;63;150;2252
67;2138;69;3771
-138;-267;235;610
842;376;1710;6421
-272;279;-558;594
908;1168;260;293
130;393;48;2031
131;318;138;390
173;323;132.3333333;43970
98.5;197;118;1398
398.5;119;110;4552
218;460;76;43967
199;652;98;833
-6;174;-313;485
-13;99;417;467
-965;4775;384;3012
-604;668;134;273
420.5;2150;300;377
161;1129.75;421;850
213;163;914;5127
45;777.5;358;1729
74;277.5;321;352
344;1486;147.3333333;391
138;1267;114;1498
93;129;74;3727
12;950;272;912
27;1768;90;5795
141;149;676;3571
159;649;220;1454
124;1000;727;5775
156;7;-235;371
841.75;237;103;5098
612;1920;326;11840
-626;4253.666667;122;632
-436;416;1133;382
549.5;670;68.5;132
200;100;119;1839
-405;949;147;3751
209.5;293;-259;565
150;145;52;397
187;168;-4;1390
97;302;65;1031
68;210;596;1021
207;307;14;180
248.5;-25.5;291;200
-72;841;10;1308
193;541;200;5153
834.5;400;1695;1671
16;696.5;899;255
96;175;432;1500
-415;380;392;1575
216;610;1790;1500
596;558;269;570
171;297;129;4980
64;618;-208;2050
-604;249;58;532
50.5;197.3333333;367;1341
246;633;716;1745
894;316;623;272
67;508;460;1727
1699;2167;300;1192
65;90;2037;18
81;690.6666667;161;5290
239.2;1011;145;1671
288;399;251;476.5
148;625;156;146
97;266;599;176
-79.5;354;207;368
168;595;-586;1237
39;1279.5;135;7711
571;115.75;-347;813
35;970;178;1180
519;323;1129;898
237;546;-70;1824
608;521;116.6666667;449
84;39;795;3394
125;512;61;320
232;638;297;5118
94;1412.25;50;363
55;577;498;1400
-432;439;174;925
561;300;235.5;1273
86;64;485;710
224;979.3333333;569;14373
45;314;1070;923
-408;747;260;1250
80;229;-79;1380
200;1897;136;2206
471;179;827.5;4668
-441;294.5;631;2103
399;766;147;1200
9;403;347.25;988
-293;3299;77;2526
-334;319;965;1800
322;39;4;300
99;710;395;768
368.3333333;35;220;1152
-313;364;226;2374
1061;741.5;114.5;700
310.5;274;130;3122
47;291;236;1151
177;-360;63;10151
292.6666667;94;380;926
266;392;262.5;2934
180.5;437;-1245;90
51.5;59;1384;1820
-458.5;454;618;329
331;432.3333333;487;715
462;1114;359;1246
179;511;-516;43982
690;1752;779;760
551;85.66666667;671;1161
395.5;228;-522;2893
388;583.5;212;853
55;100;368;3998
-1164;511;146;761
170.5;44;110;2843
119;466;54.5;1067
177;429;41.5;800
-2493;1217;195;1070
-1007;431;-437;201
83;688;527;10288
306;564;606;2088
311;1184;126;477.3333333
241.3333333;208;-304;3088
214;753;130;15520
271;208;370;102
22;3884.5;129;529
223;492;-16;1819
72;3900;496;507
275;355;312;4549
97;636;67;2748
102;275;326;134
149;229.5;-158;597
490;1779;168;6791
-153;213;679;620
147;170;254;863
599.5;179;1036;550
16;341;368;2864
163.5;439;69;1148
118;475;117;911
38;392;416;1708
247;230;100;3920
168;537;390;191
639;110;573;1106
103;1650;210;1049
-82;-33;130;3003
111.6666667;360;97.5;628
74;477;-14;1440
216.5;-802;845;1313
128;297;664;1708
210;660;592;193
233;719;101.3333333;0
141;291.2;382;500
92;421;80;354
29;426;167;3103
289;888;401;2107
106;250;150;567
-739;108;-75;4893.5
207.75;176;72;920
249.3333333;303;113;43978
-138.5;360.5;295;6058
343;601;116;3230
259.6;662;170;194
160;3873;134;586
915;470;551;1218
233.5;797;-35;2719
511.6666667;596;1540;563
509.3333333;1567.25;214;352
149;221;184;6577
58;283;128;314
-211;583.5;190;661
42;1208;144;8000
44;3739;260;5481
196;354;-252;1030
184.5;790;217;4309
191;2864;142;417.3333333
138;403;416;456
121;150;556;7805
69;707;260;1547
50;81;50;4910
93;666;-325;2406
280;34;89;2981.5
115;573.5;124;826
-74;884;455;1056
97;3068;44;4743
84;406.6666667;348;3569
94;425;106;1398
18;857;494;17039
156;403;-319;371
-2065;386;76;5544
239;769;170;2748
465;879;267;800
239.5;79;856;3500
290.5;423;384;4952
148;245;320;1278
195;873;-507;621
41.5;367.5;287;1402
162;617;67;629
176;606;100;3838
314;272;3609;2122
31;399;210;5686
85.28571429;99;1190;691
34;699;323;1546
271;1188;238;3196
4046;836.5;471;1991
181;493;898;938
297;4636;227;151.5
-92;583.6666667;325;1103
364;582;581;111
-762;73;263;659
14;808;357;3700
219;532;242;2059
75;563;116;942
141;518;-4;3704
55;569.5;185.5;1454
26;499;405;9024
130;460;200;955
426;-103;122;630
118.3333333;409;79;2545
564;108.5;55;3819.5
29;614;63;750
478.5;251;103;1380
185;214;-32;700
91;619;17;755
751;298;233;400
-218;198;278;5220
20;401.75;-203;5057
-23.66666667;400;1093;2525
193;1044;-220;8108
-38;359;210;3734
-702;657;346;4952
-1932;450;1170;2840
130;384.25;2674;43956
7;172;82;3389
350;870;69;6101
42;188.6666667;592;7642
676;-200;799;5135
-1154;882;795;8261
47;263;449;351
-604;500.5;1550;1359
177.3333333;335;1499;720
145.3333333;518;61;2203
166;1610;160;400
9;945.4;1058;685
136.5;5691;75;3250
401;716;948;3423
117;299;397;920
-860.6;143;593;1160
372;500;130;336
1371;1384;308;800
174;91;339;1620
168;676;-2.5;919
336.3333333;549;60;750
194;864;-4209;1444
191.5;633;104;979
234.75;378;511;1250
-452;1056;1849;1522
122.5;655;212;1090
148;110;256;2274
86;67;80;856
212;1041;348;7865
321;737;29;1515
144;469.3333333;286;1390
389;564.5;347;331
-547.6666667;198.6666667;417;6000
-417;281;460;760
157.25;331.5;1599;190
218;99;266;851
640;-100;126;2180.5
106;175;-655;3200
339;2943;-194;960
945;197;989;1051
265.5;151;-945;4386
159;8996;556;527
140;307;96;1044
244.5;518.2307692;143;400
559.6;503;379;105.5
393;231;418;3885
250;314;125;3419
47.5;714;-480;18949
34;157.5;330;5380
130;347;400;496.3333333
127.5;158;267;609
23;-161;44;1794
835.5;573;147;621
424;1341;222;2790
63;2079;197;959
249;1355;1499;1425
74;-252.625;-203;1132.5
128;605.5;381;331
-601;936;158;1229
847;839;-111;1463
109;644;38;9024
372;420;262;1830
803;795;132;597
567;1157;286;730
11;967;819;732
-756;800;414;1140
167;978;96;785
311.6666667;486;457;43964
149.5;707;145;856
133;704.6666667;401;856
330;477;435;123
-667;713;606;1980
13;167;302;1180
63;285;212;1490
306.6666667;336;215;576
358;622;-401;2122
874.5;107;169;1278
235;1067;247;1428.5
-670;32;140;6789
372;169;233;7028
156;207;115;589
138;148;510;659
230;421;165;426
622;201.875;-139;1682
695.5;500;91;1007
323;459;86;682
172.5;272;73;547
121;701;352;68
-5;780.5;640;2677
188;179;105;2225
399;203.3333333;273;191
262;550;109.5;3325
65;172;575;43960
138;307;1163;4184
80;273;-366;968
434;568.3333333;782;43979
152;201;381;150
214;583;351;3127
354;213;347;1116
492.6666667;887;1294;4891.5
-4.5;559;320;11743
99;284;54;677
247;405;785;1836
99;341;48;4756
36;262;3193;1191
125;56;304;1116
360;454;1078;58
366;1200;249;1995
-381;130;21;1549
80;1562;329;1930
233;427;40;206
-204.3333333;791;586.5;2336
422;17;251;1600
507;648;296;276.5
260;393;183;563
300.5;496.3333333;104;3900
1607;4500;1118;560
482.5;274;44;3935
-16;610;311;1255
963;237;679;5590
157;456;40;661
217;1144;465;9050
140;326;64;3850
121;319;764;1533
260;296.25;66;3825
237;605;-313;621
381;852;2258;2660
30;48;100.5;4671
527;798;267;1596
-6.5;470;839;4366.5
58;272;88;613
186;105;184;3878
141;122.6666667;673;840
14;1100;816;203
77.5;558;136;1101
182;450;569;270
204;3411;145;755
836;262;44;448
58;98;343.5;856
333;159;96;6480
2080;432;52.5;189
84;718;184;1049
-239;229;-100;2473
288;-99;92;189
214;415;30;6290
202.5;139;-212;374
325.5;121;135;4201
992;401;332.5;2771.5
110;495;764;1490
263.5;339;255.6666667;942
229;641;61;43966
117;191;787.5;958
151;359;144;371
-16;400;-32;1700
62;209;143;1664
310;330.6;226;2910
162;1447;245;1695
195;187;39;754
832;185;548;2228
507;310;-403;352
-604;904;260;5563
261.3333333;164;208;621
170;530;325;400
279;605;177.3333333;10456
-454;244;422;580
120;182.5;152.5;3971
-548;1268;182;920
667;2197;280.5;856
476;1580;180;730
202;269;-262;1513
125.5;110;402;4506
97;727;83.5;622
695;3500;281;11340
-436;77;-133;5298.5
276;404;113;11416
-762;794;442;1457
150;155;274;2369
249;206;863;209
243.5;208;271;1493
290;1139;100;6683
173;213.5;250;308
6;732;401;6411
20;1095;440;4165
178;794;746;18845
151;380;105;3741
364;339;791;1317
369;207.5;235;1702
255;1070.333333;152;4037
83;127.75;295;2345
220;1942;144;1800
120;406;282;1491
97;292.6;19;257
41;507;97;934
144;619;351;9721
302;314.5;128;711
178;2665;194;284.5
204;329;1162;1733
880;294;78;2345
94;483.5;-86;5114
605;245;1556;4403
396;267;144;500
651.2;1182;73.5;4850
346;273;50;2793
67;311;42;1480
1569;2880;123;693
430;116;34;2845
-604;82;134;604
400.5;143.5;-627;1740
-762;624;394;1958
50;516.6666667;373.5;1358
503;223;-507;4795
60;481;1107;1743
-882;219.6666667;601;357.5
1452;890;3642;1125
108.6666667;559;1050;1363
-394;-202;-257;1700
-85;11;-176;6230
85;289;60;1081
14;390.5;70;2217
-604;664.4;1317;942
292.6666667;743;-740;1119
191.5;900;187;669
59;3702;96;1515
69;340.5;160;400
445;78;280;820
-872;236;310;1600
449;255.1666667;212;9485
-270;758;725;619
232;367;172;1217
332;250;205;3757.5
118;200;559.75;580
11;257;305;4899
1019;7783;368;1240
-228;275;-315;2652
-604;324.3333333;364;1066
660;189.5;128;720
524;249;295;3359
572;709;435;200
401.5;1135;317;634
419;1729;794;2964.5
57;565.5;693.5;1700
-909;324;-497;272
-617;575;34;1398
960;492;150;5370
232;287;239;3669
79;203;128;805
266;349;133;730
45;1239.333333;-183;5
1451;48;506;3150
-636;81;1220;499
436;1447;458;46
196;214;131;5477
121;105;673;1490
19;569;1621;1083
76;201.5;240;656
-322;382;704;3020
116;664.5;599;4449
70;313;326;2199
350;939;1320;9150
1200;439;212;1679
393;243;29;1296
170;129;141;2076
44;96;-154;934
-1128;560;326;2545
380;335;519;2760
413;850;197;1360
515;67;249;1248
630;96;280;5450
145;422;565;728
100;199;235;768
275.6666667;200;127;2980.5
71;75;53;10984
1087;1035.5;703;3140
68;459.1666667;122;1730
47;234.5;103;5475
327;431;835;1322
175;541;1484;1661
-319;466;200;3094
138;482;65;2346
521.3333333;81;200;694
133;800;186;1889
1410;1201;186;9674
203;390;499;4588
99;143;361;1232
124;1546;185;1369
215;262;365;317.5
100;985;142;2930
36;884.1428571;579;796
618.6666667;770;260;1022
148;202;1085;400
587;371;496;2100
416;97;143;856
-372;1583;-313;764
218;994;254;1048
-604;275;240;12100
245;258.5;828;934
378;471;-1075;4487
58;843;-245.5;160
572;158;646;2169
456;214;249;918
-213;57.5;418;4800
90;287;616;922
118;44;843;4600
105;1336;155;3332
223;139;72;521
38;700;54;1533
7;328.5;269;1600
324.3333333;189;-611;3012
163;179;168;1556
-479;1072;414;1556
230;373;593;112
213;39;119;532
1201;684;825.5;842
284;364;479;1216
283.5;607;233;2792
1596;251.6666667;2516;5804
337;261;80;2410
605;415;478;2498.666667
662.5;258;346;1628
942;260;141;1140
432;184;147;576
34;131;425;1963
246;348.5;-226;466
225;-21.25;55;1201
233;155.5;216;1015
71;380;620;3473
315;760;-572;13462
364;342;102;5080
350;950;72;2592
204.5;572;164;11901
312.5;268;129;5749
476;187;145;661
464.5;1010;289;5000
72;1418;33;839.6666667
998;3073;42;621
464.75;89;239;1100
60;453;280;1483
17;278;21;1040
221;202;168;5216
256;638;302;621
128;410;464;43972
192;413;63;11292
24;461.5;117.5;2868.5
141;1789;249;1426
-40;481.6666667;156;2638
225;400;330;621
259;584;685;1257
386.25;403;484;8492
111;1462;21;617
-336;139;6543;3773
137;161;160;1615
207;489.2;68;3897.5
288;144.3333333;132;3649
138;555;456;43979
261;966;3642;1194
68;851;794.5;6278
31;2548;23;410
207;3108.5;1079;1661
79;769;2962;730
59;331;198;2028
174;49;418;5950
291;409;332;3050
475.5;88;305.5;1318
176;258;344.3333333;1669
-516;229;289;3374
16;-117.5;51;1751
89;378;693;6803
195;256.5;2463.666667;3280
-559;264.5;379;1822
133;229.5;399;2410
608;296.3333333;359;4861
327;334;843;1631
116;436;217;5763
66;222;-883;1618
-579;383.5;410;2815
696;324;553;1840
178;415;1130.5;62
107;482;635;3489
484;227.75;-244;8685
257;59;366;816
164;442;851;2214
216.75;71;548;1995
480;320.4;78;2431
-96;183;481;2758
772;76;57;905
133.5;256.6666667;115;691
108;455;256;1369
-182;1037;237;1349
442;140;776;1285
139;709;59;3624
271;337;251;5379
376;75;180;967
115;250;43;755
120;254;402;934
466.5;476;29;3666
341;1040;271;1322
228;60;331;580
-1134;-25.5;-1255;1390
595;1184.5;230;67
282;582;419;7836
-163;687;841;1830
336.5;950;585;607
-158.5;250;999;994
207.25;583;584;1314
218;181;324;3727
1880;508;-57;2143
66;438;378;2060
331;450;277;1719
268.5;694;-200;400
361;554.4;-309;11601
223.6666667;517;225;200
1400;367;549;342
71;288.5;39;303
625;210.8;-119;2028
-430;1780;37;1328
200;339;154;633
359;652;136;222
95;509;986;3009
9;-241;55.5;1830
29;577;1930;6100
8;648;-420;6852
98;180;6543;8023
24;783;-29;3335
-52;335;161;2810
475;429.5;123;7007
-1137;600;4479;1680
-355;220;-70;2824
213;169;676;3051
136;109;782;12156
-323;180;234;3328
575;156.6666667;335;3562
86;200;-88;350
218;1921;336;816
557;223;186;3384
86;302.5;840;5613
236;2387.5;1004;1614
64;136;299;3099
225.5;609;367;1188
-1055;66;134;3764
33;309.75;271;1305
884;957.3333333;-294;490
-1143;336;752;2897
241;69;346;5220
31;693;168;331
98;134;881;11901
32;500;220;3145
480;247;214;1534
112;1157;205;8035
114;438;262;533
192;563;16;1205
34;44;-183;800
83.5;203;860;2067
486;362;354;3528
123;680;139;1457
61;258;962;1048
615.5;89;249;7933
78;1385;83;720
209;567.5;470;3545
162;541.5;205;1142
1678;256;173;2934
71;345.1666667;292;3100
277.5;2476;100;754
134.8;82;280;2089
213;119;357;5738
138;306;175;760
130;214.5;134.5;575
116;439;52;3312.5
331;59;1423;599
133;547;1164;1490
25;386;191;371
279;366;235;3502
107;1442;225;1863
-1742;367;687.5;5302
122;1146;-62;4204
54;210;98;2365
138;224;188;5718
-536;293;45;2828
82;213.3333333;3400;392
-128;571;472;856
357;391.6666667;-410;4575
107;643;21;908
417;35.5;59;824
604;450;126;1444
55;58;966;267
-636;79;795;460
184;978;44;1751
1342;679;658;1611
-886;-35;-883;5717
118;136;1024;371
133;908;134;3340
-81.66666667;784.5;975;3639
151.25;2700;324;1600
-26;47;166;827
172;419;127;4200
-452.5;4250;62;2421
327;476;524;1389
98.5;369;77;1178
126.75;649.5;118;1980
231;200;1603;8732
78;1052;267;3687
409;285;285;390
270;97.5;1000;1582
168.3333333;718;779;4516
42;2589;343;1732
812.5;300;185;2032
1551.5;241;489;1100
426;250;333;5048
259;204;429;12122
109;1140;435;1039.666667
55;637;302;8000
454.25;245;170;1425
7;522;134;3041
-334;266;291;4952
242;48;293;1535
502.2;2150;143;2650
95;194;190;3574
52;709;167;43959
150.6666667;287;211;403
794;90;423;681
172;362;-353;624
-108;168;514;4050
-359;168;149;5595
206;160;-89;1100
453;254;98;43972
117.5;357;146;940
471.5;208;112.5;864
-214;166;413;2832
1227;6894;509;11037
160;187;120;193
-1076;270;858;884
-309;229;226;1532
290;263;273;2729
66;81;36;3106.5
636;198;333;311
-208;217;797;997
528;1629;802.5;514
423;716;95;1013
243;525.5;559;191
396;212;-117;1380
218;543;76;1060
24;75;426;4534
542.3333333;1374;979.5;3246.333333
173;399;172;390
144;496;129;418.5
222;100;141;571
445;3152;392;2562
429;3512;219;1363
208;249;320;2139
-1489;350;891;1973.5
945.5;101;392;2907
918;599;-209;705
248;293;483;1060
130;146;68;890
9;114;-559;3041.5
345;300;132;9580
334;947;187.5;5313
670;889;611;3900
-196;95;80;1647
188;295;220;640
292;404.5;234;283
422.5;526;171;4575
-604;664;113;22630
584;276;-531;866
55.83333333;787.75;184;1077
360;499;64;370
277;184;252;1286
987;574;126;1100
260;147;616;3227
11;371.6666667;416;1200
-326;3000;105;798
161;821;-160;10200
278.5;141.6666667;636;460
220;398;80;5068
6.333333333;245;-570;2005
-34;937.5;205;3064.4
50;2610;206;2688
453;893;934;805
47;223;228;2840
218;575;172;4051
387;340;203;7865
364.5;840;-32;400
266;249.5;81;43953
162;116.5;238;4706
69;-58;466;4543
273;202;145;661
220;213;1000;1513
-470;150;505.5454545;1720
38;223;178;3025
26;123;846;1828
481;648;126;1145.5
435;309.5;71;4985
338;31;131;689
-20;64;288;1515
37;581;142;2572
429;1225;136;460
94;284;227;384.5
63;758;264;3231
1730;406;235;5300
116;223;598;10228
152;192;4898;1707
133;3273;437;661
89;250;194;239
-116.5;201.6666667;950;1040
207;671.8;295.5;3003
-378;1081;79;500
52;456;227;191
244;395;157;1500
-467;650;289;6199
407.3333333;382;260;17103
133;704;237;4109
19;210;-71;164
56;227;88;1278
-160;239;433;1332
496;198;39;5221
139;243;341;2689
83;226.25;931;224
191.3333333;154;348;1748
68;1350;165;9393
330;308;49;801
126.5;309.3333333;774;3262
-88;205;527;2979
100;-14;385;1478
-30.5;139;336;120
-427;99;682;1476
-439;780;424;1587
342;350;331;11901
120;1002;573;4211
-381;424;116;1665
-737;-26;231.5;621
138;122.5;186;6262
525;440;-6435;499
196.3333333;528;953;1600
-62.5;1166;335;3068
-38;123;235;2176
246;504;578;12612
46;172;731;1208
176;200;632;2630
870;607;229;2184.5
180;128;35;3961
-13;32;52;892
121;208;233;3101
144;473;76;8909
126;344.75;168;6999
87;310;190;1297
99;358;2253;971
22;269;214.5;7406
439;353;656;6610
463;324;-343;1378
132;912;591;3087
203;787.6666667;164;923
26;956;-27.5;2947
218;-438;476;2729
234;350;243;3751.333333
-436;416;74;1327
250;407;440;2145.5
816;583;535;2838
372;217;620;3430
39;432;-280;1695
9;1195.5;142;2250
731;1120;-7;1956
290;390.5;-1645;3704
6;396;-495;1060.5
-1208;1353;946;2155
-636;552;120;1748
112;450;-691;3716
-636;576;-42.5;661
-636;94;263;2340
148;784;-106;2104
462.5;261;74;293
808;3409;1466;2600
207;2149.5;1146.5;1191
480;176;120;1191
17;458;383;1258
625;293;859;580
8;76;429;1457
-596;4688;234;400
130;2616;553;796
75;638;361;719
675;72;190;2228
191.3333333;839;32;3469
470;116;215;621
321;1252.666667;238;760
174;4335;455;12939
503;428.6666667;160;2929
160;54.83333333;466;500
126;105;45;156
119.5;409.5;1281;5650
282;1745;115;2174
116;195;325;1242
360;183;-57;440
128.5;282;270;2089
233;292;84;1193
148;313;127;15
-447;365;234;749
212;361;779;720
436;216;33;905
-604;50;854;5202
630;1190;56;4657
55;338;78;3598
151;203;-312;2979
121;255;295;1256
191.8;347;72;2723
182.5;426;187;43952
24;424;143;1774
204.5;176;480;2645
179;509;661;513
434.5;143;150;1011
118;235;212;250
207;149;327.5;320
48;66;91;780
212;68;1178;1737
117;284;479;1180
248;190;148;5406
406.6;1498;249;2197
125;458;23;485
419;487;1149;449
300;452;489;1260
457;-147;519;414
720;331.1666667;440;1202
133;77;280;3097
576;380;-840;1613
-1157;60;359;3318
95;141;152;1700
122;1299;48;278
-304;307;398;2239
677.6666667;833;48;1833
205;410;2434;7202
73;300;129;3162
304;574;206;2642
118;578;307.5;1353
431;206.6;200;2201
538;96;95;1200
247.5;118;225;874
474;65.5;15;1892
730;250;-202;1615
464;98;469;2395
156;218;822;7121
103;936;200;374
399;487;3400;1389
25;321;982;1600
40;1518;279;3422
-295;1132;1973;613
-1272;285;842;2199
567.5;418.6666667;34;3172
753.5;123;302;879
-157;243;207;7242
166;117;1971;8305
1330;2033;212;3409
318;858;107;43970
210.5;133;89;1174
854;33;-534;2928
70;301;137;3371
211;309;675;1652
100;454;-335;2509
308;454;779;2021
-622;231;358;11218
298;299;65;1296
381.5;692;220;560
-97;66;696;176
204;122;222;867
45;143;476;1697
436;179;117;661
164;149;148;690
163;94;290;2028
243;1592;1583;745
310;1171;324;687
163;499;157;311
174;167;200;1290
39;240.5;235;1579
299;308;1085;1595
-762;275;303;610
158.5;331;383;1600
277;127;685;790
183;151;49;5330
107;254.5;233.5;449
325;306;227;1317
386;373;346;5202
232;29;832;8023
306;99;955;7000
48.5;307;1395;855
601;199;541;1100
-1208;148;71;640
232.5;1206;72;620
506;461;200;4281
71;308.5;694;580
-211.5;194;-171;2259
-834;128;-5;340
258;215;35;4478
372;852;181;3716
73;350;1871;1930
-348;65;-185;523
378;293.5;278;6278
262.5;120;594;4156
938;199;756;60
-355;580;517;5653
303;280;384;452
88;1199;404;1570
-104;445;118;5062
232;1008;100;2190
101;50;339;460
266;298.5;54;2931
631.5;148;181;4899
377.75;257;35;1050
754;330;737;3390
79;729.3333333;569;207
-233;-4.666666667;160;1000
-349.5;404;509;8227
681;550;-150;1100
149;1509.5;145;1116
149;707;357;2419
88;290;260;1661
49;258.3333333;152;1030
306;1405;180;291
164.4;368;498;1748
100.5;121;208;1132
756;21;60;5379
820;657;170;286
-30;323;498;944
37;194;301;691
172;59;-136;621
342.5;541.3333333;80;5365
547;384.4;132;4399
357;300;-116;1930
374;345;175;3597
-439;161;354;2666
-744;900;279;6260
85;339;95;3479
27;1999.5;202;191
302;650;387;7605
91;124.3333333;483;2785
151;2311;106;5752
106.5;434;-231;43981
-250;636;-28;3876
-1076;2221;1305;2036.5
2184;143;276.5;7055
169;1100;167;2615
372;429;422;1508
65;180;244;1495.5
-1077;166;163;2089
167;277;153;1028
146.75;583;253;2199
102;555;127;1350
209;637;186;3690
70;275;297;191
9;200;1670;1600
138;-46;218;919
799;241;65;1600
25;88;94;3380
218;214;676.5;1505
487;521.5;34;891
-872;244;271;2667
136;756.5;904;597
82.75;412;1668;43974
121;131;378;10850
71;929;508;2161
103;1300;0;4003
226;453.25;601;3175
214;807;327;1780
310;124;-266;1620
-880;450;60;90
71;401.3333333;352;873
962;229.5;-1319;780
429;338.5;244;1207
81;67;243;3307
309;161;220;11901
-745;124;147;1448
130;167;217;6842
-742;1267;510;2948
281;350;124;350
238;525;214;1483
126;299;1654;621
151.6666667;1495;135;2371
258;476;110;1674
84;250;314;13922
-65.5;145;96;1278
174;1350;164;4120
267;251;91;1930
218;481;536;5408
