Кластер 1;Кластер 2;Кластер 3;Кластер 4
660;7955;1741;1382
2911;3198;439;1850
5974;1148;3560;7190
2455;1053;1226;2499
1959;7198;3448;8090
3484;4098;640;10619
4309;499;2715;3480
6217;687;5077;2708
5997;1399;980;4165
2907;2437;5166;10100
266;2366;3999;8234
2858;4407;8814;3164
259;4735;1049;5400
680;1950;2499;4700
1309;2677;2149;2600
4443;419;1179;2350
825;4099;1399;33750
5920;2198;591;1800
1534;640;1747;5145
2131;5519;400;605
5635;1999;463;25581
3251;2232;4799;3100
3665;2741;3339;5681
12053;1277;2557;8250
1099;1419;352;3950
2949;2482;260;2755
5940;1000;1984;3923
2942;9396;1999;1805
4290;4699;1040;759
4331;3699;3369;2712
1874;648;672;6184
25291;11736;2919;2194
1460;2399;780;990
2484;1798;1742;759
4239;1755;5799;4890
2996;327;788;1800
2158;517;850;2755
11987;4198;1005;3414
6665;5798;1283;17029
933;5068;6812;2850
6535;1343;855;3250
665;697;867;8990
8132;34740;999;635
1792;15791;4819;2465
2901;2012;3042;19475
4282;868;3070;3950
2098;4599;1200;13480
2263;3697;713;23940
10677;13925;883;7999
1450;499;2240;1370
2077;1798;2680;180
2967;1922;3042;22799
2418;5186;1399;5675
1450;2799;14061;2850
2541;1491;1190;3379
5593;2899;392;23940
212;13070;1329;7999
636;10683;649;66933
1764;3272;11000;3895
5934;6626;480;12650
5097;1598;1399;2250
5489;3499;4919;7999
1699;963;5249;26236
1818;71509;872;12650
3024;10613;1770;4634
2918;840;1005;2799
3725;899;635;2318
3058;10301;2166;19670
3189;664;640;10989
9585;2524;3929;620
1218;5703;3835;4890
1476;1748;4390;22800
4182;1045;2533;1890
25746;710;2670;8148
1668;8499;5637;4600
4077;963;2080;3895
306;2678;5200;4060
339;2353;2719;11218
1876;3136;469;16150
1589;2399;2777;2862
6136;1099;1830;11590
2103;699;1179;6184
1596;1399;410;32350
1879;1856;520;5990
3004;899;12530;2603
1799;2599;568;3677
2961;1199;720;17801
7399;2299;4308;4420
2467;650;878;640
1274;3999;2040;3840
1539;1498;4323;1999
2042;219;1854;3799
2363;473;1643;9500
4085;2199;407;9399
3686;1088;1080;2375
10722;3999;1599;9080
7889;1065;418;5999
3355;2902;3399;22600
17287;2612;1122;10400
1027;4673;3979;6451
4955;499;432;5919
12574;1066;1129;4200
2748;1998;4758;7400
5995;1583;1999;950
2685;4998;399;5690
414;4699;599;1710
2239;5648;1248;4679
6628;9353;545;1990
1696;9861;995;7370
6981;1818;909;1480
5755;2699;3950;21247
4505;17642;2203;3837
5436;2098;1225;2180
1870;40380;2564;2328
999;497;668;13480
2997;2973;1005;4350
1995;497;3800;4999
1722;14480;1400;23393
5934;5827;518;5919
2399;3218;5295;8549
420;3799;1999;1660
1450;1674;1706;2470
1088;7491;704;5359
8689;1499;9899;1820
2680;249;2706;10792
6720;1646;1989;26590
823;6574;3857;5675
1131;715;1469;16149
12344;508;1451;22400
411;5041;4608;5289
2291;27292;250;1899
4102;818;330;2999
2058;3502;6996;1800
6950;3450;258;3560
1876;5910;5899;7999
3101;2999;1039;2752
7096;35350;599;15240
5048;7983;6672;18100
10850;1307;271;19850
1090;2287;1220;4800
12246;1697;2295;15100
20857;1564;5510;5880
3616;2099;2922;1490
805;739;899;3144
527;259;2302;2330
7616;3197;539;5820
1255;12464;1398;8999
4012;2423;1220;43630
1350;3148;743;12000
7340;15998;999;22420
6750;919;699;20371
7053;766;569;6840
2221;4666;3320;3895
7490;599;354;12025
1889;11438;1115;2427
2263;1099;880;11400
790;3741;1984;32770
631;749;1871;7279
735;626;2590;6000
1542;10578;3771;3550
2338;16394;2755;2840
1754;599;3449;15088
1759;853;154;4275
6021;6203;509;16778
4904;2599;946;16079
999;2299;6477;1058
2007;1599;3700;1026
2760;6656;10273;4890
1365;1018;1280;3282
2900;2298;2200;11062
2906;3498;1549;12590
2930;1149;1108;4552
9369;1437;480;7000
1095;999;2264;15940
1464;2199;980;3946
8105;5098;419;22990
461;2899;495;5499
4792;2999;2024;6725
1950;1499;344;6799
5097;199;3551;9460
1680;4699;3277;11210
1250;3959;1780;4200
2652;34777;1219;24471
2590;3399;599;31024
2504;864;1309;12568
1287;4499;1170;1380
4363;2278;2059;5099
4974;1299;702;3150
5239;7597;3753;25615
13312;5288;990;4990
2967;1199;500;4603
619;1418;1134;11389
2468;799;399;6570
2163;2499;689;2500
2416;17953;1078;2523
2700;13698;3032;1080
4050;1018;468;1759
4160;1354;1915;22900
1099;14069;1678;3550
12173;1346;220;1674
6391;999;1599;4600
1524;2399;1546;5510
4886;1099;2610;4750
1978;289;2188;1311
1335;658;1661;1657
2227;2899;568;46927
585;1299;5290;1805
2110;3357;1329;14250
1915;2305;8000;22800
3414;799;7782;20709
6454;5656;1207;8840
1904;1735;3547;1450
2900;957;839;3980
666;1739;5090;2850
1046;5725;1769;1699
3653;1900;1788;2299
9123;1598;1096;2901
11617;1655;643;4600
2590;3499;510;11590
5316;2199;1399;3130
1759;1399;479;16649
3335;1885;1399;3039
569;1308;313;8610
3243;573;549;1750
3398;7599;753;5100
2350;1198;1550;6747
10110;11906;2669;1985
2512;1099;7919;12320
1262;898;2372;4269
456;3289;978;6409
1286;4011;1308;4260
1167;2176;4157;5194
2500;868;419;3132
5383;999;2889;1805
1452;1254;7446;16666
586;796;3296;15590
913;6794;1069;17520
4399;249;4919;2992
3133;2699;1498;2490
749;8998;3251;4990
6364;1743;636;1425
6345;1035;1438;2350
1099;948;475;3950
2500;449;3281;3980
1450;6521;276;18713
119;932;1670;755
1180;2803;4500;2799
2469;1696;2199;9005
3693;1938;2725;9400
2064;797;1995;28590
4196;5999;963;2100
1516;5974;1038;4600
4156;1199;318;27190
3204;1237;2338;3315
1534;799;2089;3950
2006;445;2175;20093
843;319;772;8440
2847;4432;515;5453
589;2990;3369;4999
4257;2328;1099;5690
4528;1899;4471;2489
3147;3979;1938;3790
4227;2046;823;22220
6941;699;596;5880
2591;5592;2519;11900
950;643;913;21850
1936;1624;1499;14300
9680;1146;1679;3895
3534;1485;2340;640
3674;4939;5978;945
10106;1287;3147;5224
550;2686;230;16900
1799;1931;2999;2290
13882;18898;322;7999
2562;2000;396;18210
5518;5513;2886;3300
952;7312;1605;22189
3147;4359;1414;7800
3164;34084;6477;1615
3956;499;1910;12999
1504;1180;3884;34500
9265;1998;1888;474
1904;678;3766;39100
4083;799;2010;8090
3038;2099;1059;32156
1890;2699;980;20060
4855;1537;1188;16530
5166;1807;1970;7748
4853;4549;1404;14249
4490;10544;643;22040
2550;1627;4060;10229
3390;2599;6560;6799
2796;1521;7199;28590
232;8698;867;1329
3639;6564;1199;4679
3027;1088;5999;8990
3334;2299;2374;1370
1103;2813;5620;6999
3293;7470;4913;10449
2141;699;6586;4600
5146;1699;4044;4384
6908;1099;4919;17099
510;2403;624;776
736;1163;439;6799
5777;998;1773;4449
2828;799;220;7465
3560;2175;574;19990
1281;9677;7392;27020
2900;7342;1260;20999
2621;5899;980;4799
3560;819;1070;5499
1444;1199;1130;4465
3079;3117;1191;4708
2718;478;520;3799
403;2535;3000;949
7105;7519;2298;2618
2980;1229;1594;4080
2044;3599;3999;10989
4104;249;6800;2190
2305;2119;2073;6355
1501;1566;2554;3325
2523;826;1599;10088
8030;5698;615;4410
1818;722;1639;25949
2400;899;2002;11600
755;5498;4238;22610
5711;3399;4709;16221
2673;2399;2120;8640
2950;3250;389;4800
5275;2999;980;17399
1980;4354;1566;16951
4456;2097;599;1399
2719;1309;5063;2900
21369;3327;3050;5681
5233;1954;3891;2850
2641;1285;399;1815
854;688;839;24000
4953;5769;1249;12430
3642;749;2315;8457
1980;1397;322;8541
1157;2599;3394;5499
7726;3168;431;2568
3147;2379;1009;5335
3599;967;2480;12100
2596;1439;1996;1757
992;668;28637;5120
137;499;2198;2430
4998;2715;3116;10989
989;906;2314;4865
946;6712;654;5359
1784;1107;4384;565
1520;1519;2883;6490
699;2286;3099;1890
6206;9997;2177;1275
1998;2837;897;1139
8429;1127;2860;7590
4739;3097;1905;5218
3994;26344;4959;3999
4611;458;250;9718
4323;1399;1949;5675
2316;30666;1196;2980
3297;799;440;464
3023;1718;455;11900
1021;3499;2334;2799
598;780;8078;4940
915;991;1418;8250
600;2029;3699;2738
7873;336;854;9700
1972;1478;2564;8990
19815;2699;611;12430
6103;3199;179;11020
5831;4498;1909;5729
2500;2689;2661;8959
464;5161;889;21000
437;2960;2059;22050
3568;1399;980;6299
4878;3499;1287;4560
2867;4264;5166;6588
1660;1933;1317;11590
736;459;6187;16440
2094;2599;347;8015
1759;1912;906;9539
240;1358;1479;4679
1214;3854;92;3300
7772;6207;1960;3277
3851;1930;1680;3499
2900;699;2700;1302
1978;1318;3088;4030
1759;703;1042;3519
11690;1049;626;2092
2967;599;5145;5605
2549;1214;4499;1750
656;899;247;19977
1978;199;1188;16368
10350;3968;1107;6799
2745;2456;2309;5359
3870;428;2620;14725
7346;2816;833;790
8618;1498;509;17990
999;1568;4827;2370
2159;2104;325;440
2098;2109;3159;33190
2240;3629;1698;26600
4858;4582;1170;8499
1998;5997;809;440
1998;1498;443;4929
3925;1843;1199;2840
1664;4992;3750;25990
2923;1097;5117;1805
1818;999;4837;5980
1870;1999;3689;7410
3013;1448;78;34010
4553;1076;390;13000
4759;268;2699;17096
585;1296;3069;14203
23495;4221;910;19950
3147;3514;1439;17099
2151;18620;963;7448
2105;4997;709;13194
1980;1999;1236;1230
3498;5327;1000;14211
524;3325;760;5382
5432;4867;1394;8550
6000;2799;21741;32300
719;11534;2379;8500
2500;1603;1325;22640
15138;5199;6896;2730
1978;1067;1947;1230
2086;3665;12792;5490
20331;4599;2009;4469
2118;5798;1598;12130
8062;1288;300;2180
7130;420;3449;4679
4487;2598;11104;133
4505;2362;6424;4679
3750;757;2260;1099
2296;426;4332;57945
382;1781;3136;3393
1733;999;2533;2474
5182;1499;5999;19950
1608;699;499;26173
3288;449;2248;24995
6046;3540;1451;9990
9326;1799;747;2500
2078;2248;3322;5300
4974;5312;1094;16150
7061;2136;3267;6799
976;1499;2768;2100
5391;2099;3449;3417
1407;199;1460;4890
1981;449;382;980
1765;738;1528;7600
1444;1199;198;7020
4816;8399;429;14600
1978;1369;909;9799
705;2660;890;7190
700;905;1028;4741
12523;2699;2060;3462
2099;3583;2692;2470
6372;699;1972;9750
260;5393;1465;7125
762;5379;1757;12250
2770;7323;960;8997
3313;399;1327;43304
3974;1699;6397;2565
1274;1147;980;2030
3699;919;1782;5054
918;799;470;929
2640;561;5399;3895
3502;1236;2160;7125
2106;7441;619;15390
3478;3321;505;3879
3290;3658;980;3680
345;2106;1285;2755
3487;459;1248;37438
7408;2425;4307;3677
3295;258;2342;27160
1347;2252;661;2090
2500;3499;598;6695
747;7975;4839;10900
4945;4358;2699;2470
4259;3979;2797;14725
1197;4373;2340;6828
2268;1707;2998;2752
9813;3973;8990;8440
5113;1799;4689;12383
2782;5701;2109;5690
3745;17928;3763;4030
1978;1581;699;3950
10242;798;3727;2370
13135;3599;713;2375
7631;7202;1060;4500
915;4406;310;10989
1876;11670;3130;1800
1444;599;5727;17208
4526;5579;1518;25810
481;1948;790;5423
6141;6035;1249;1190
998;1399;4026;4395
15219;2933;1906;6199
1612;4799;1359;5818
2250;5396;719;1249
1109;457;4293;8549
3050;886;2859;14703
2934;6998;580;6708
92;1607;7660;8200
880;1350;450;8265
1731;13351;4270;1450
915;1308;8980;2256
852;299;1836;7500
3087;2699;719;1873
2390;797;3787;8930
3328;2647;1450;13400
5336;1746;3291;33012
1186;787;1561;2650
8097;447;4051;5550
4596;999;910;5630
8128;4299;419;13000
4688;1397;1257;3250
4328;3599;1134;2879
3093;2328;349;2185
2383;11640;5591;3635
3777;639;2563;5973
813;838;2714;11600
9942;2199;1808;2290
9950;699;5500;25790
3947;1816;13999;2755
3462;8639;3598;8400
1359;2898;962;2808
16942;5394;1249;5889
2990;1997;9899;4138
2487;539;1139;4229
5145;948;2798;1352
5692;1099;8276;5490
3550;4469;1044;16489
2831;807;702;1299
12161;2097;1399;34999
3570;1237;4880;13190
34384;1398;598;12939
574;7398;1271;5500
1772;18383;2900;3040
2199;2299;3250;4719
1049;22564;3290;2380
1849;1108;1650;3135
3054;5288;3108;9005
709;299;4500;4679
5271;1894;758;23063
2057;1899;2946;6299
399;508;29;13700
5940;8680;8725;5980
1600;6290;719;5999
418;1296;840;5980
324;3198;983;4679
12830;3157;2492;3040
2210;299;1632;1380
8898;520;1239;16900
2477;1361;3120;22159
1450;3828;3469;7750
1557;10029;1300;5499
6280;2225;4184;2375
2188;1998;1910;5499
2024;1397;3064;12600
3615;2581;490;15389
1584;6981;1160;31590
1485;1474;3089;7520
1978;1739;4919;18990
4601;1699;2527;3325
1674;1352;480;3950
7721;1478;800;10880
799;9198;11000;7550
4209;3185;1700;2290
5924;2127;951;27400
1313;6946;2057;10449
3272;979;3674;3999
16552;875;1078;38089
436;2039;1458;3059
5802;1920;1000;21600
7996;899;1699;1755
3174;1272;1000;2290
863;1076;1240;2900
1684;2198;1397;5499
2194;5598;3199;43300
3135;2399;3503;16900
1759;946;1244;1200
858;439;790;7590
760;3605;2199;499
596;714;450;6999
2459;3199;9590;4600
1949;549;4600;4990
2819;1399;1215;1805
2883;1415;2338;32204
4042;922;880;10450
2532;2299;3437;964
2303;44697;1071;6165
1919;1347;1285;14300
485;704;1250;1809
952;445;1963;11409
2116;1999;280;4260
8672;1960;100;26449
1267;10325;1030;23950
3335;299;2013;5235
3441;1199;6228;4890
2350;3299;1469;4192
1127;7344;1329;7614
4230;2498;330;23545
3451;776;720;30990
5341;218;649;5975
6002;1196;569;13789
6932;2735;1040;5188
1140;499;2275;12350
333;4879;8548;22240
3769;1329;1682;14249
4092;1996;4300;23352
1856;1599;270;7599
4552;3705;1349;22800
4377;4797;2976;36140
7602;1399;840;30990
7291;6397;1796;6899
21863;1699;1269;21850
2805;4648;2946;10989
3772;11797;630;8500
1206;10648;18545;3700
3456;7595;1018;490
7912;4378;2924;940
699;1999;7328;1606
870;4662;5225;2130
2602;799;855;25942
4841;3599;3799;3950
1020;399;2830;4700
2278;5479;5824;10390
1747;999;3064;3950
8553;1699;700;5499
1199;1299;399;3450
962;3928;627;33015
2837;3152;4121;1890
3375;1357;1944;5980
6294;3562;839;5690
2430;5431;439;3420
780;4796;1451;6652
3230;65140;1999;1850
4976;1099;3733;28301
3737;4331;199;5300
1459;3799;709;5820
2136;1399;202;5499
8508;1980;1007;36910
18278;3226;372;1805
2679;3639;920;5449
8385;1484;549;2097
2804;7938;1050;9024
1663;2651;1285;2280
1290;4351;1771;3780
1458;2873;2029;3950
6494;499;2399;1050
1839;2598;511;5759
6495;359;1466;12030
551;3599;1290;3790
6079;8179;310;9112
8435;566;2821;5935
6583;2599;6035;23130
1350;1433;1877;5145
1904;3648;2433;1353
3105;9427;318;25328
678;2378;209;5222
4596;1267;1334;15904
8893;4049;2339;2888
3059;14298;2890;3690
607;1044;430;797
588;3065;480;8075
4196;3099;3509;6317
544;1615;1924;3044
246;1499;14899;2150
4238;6159;9899;8428
4666;969;1599;3790
5494;399;1395;11790
2398;3811;1780;6479
3838;2699;1840;1971
3081;3164;590;3650
4002;3599;1750;27880
3987;7999;1329;3950
3197;1949;6979;14820
1049;3282;579;6201
8156;549;3098;4645
2900;7809;1010;4830
354;2302;2688;5785
2580;2845;769;11990
999;429;900;12635
2500;657;3373;8090
1379;867;2009;1235
2380;349;7027;23500
3507;139;1237;9998
1320;10766;740;11875
14945;2582;5067;13289
510;599;1018;35698
401;5474;5444;20900
1012;599;1796;2714
2997;1699;349;11205
8462;898;2149;4180
3382;3427;2508;3895
2098;8304;4500;180
4968;2780;3889;1131
5095;1366;234;6799
3581;958;9393;999
2714;3799;8255;4890
3719;399;3517;11520
1960;89;489;13370
7794;1466;2027;2799
11832;3617;400;2704
2501;2176;5399;1800
2375;1299;246;13775
1978;3048;1840;18699
196;5214;808;4270
5263;1998;3020;5690
7343;3498;1799;238
6456;1556;1990;4269
8809;1167;1304;6831
722;6499;9558;20375
2248;946;706;6799
5005;2299;750;589
10450;2367;1285;4550
2587;5785;2836;13920
915;11109;934;24483
4373;6576;579;2299
18823;1299;1244;22437
5576;933;2779;10090
2998;4731;1028;2600
3311;2168;3055;6690
480;299;1246;32200
777;1000;379;11210
1942;5395;599;152
1750;599;1469;9990
6940;3099;1009;21470
8482;1038;2826;2130
1582;4699;5399;5320
1050;3399;374;3910
2327;1098;1483;5090
2215;4199;1337;2180
3079;2055;268;13990
400;8675;2501;5980
1759;2899;711;1330
753;4799;3092;10940
3289;3157;783;2997
2595;4598;599;12065
1978;759;912;999
5284;1090;1944;31699
1007;2690;2205;3635
6328;1337;1440;11875
6027;1067;1053;8550
1758;1159;2851;16398
292;343;1258;2184
1049;2252;1257;14725
8581;7680;1308;24626
989;1499;1925;1009
921;22603;449;18499
2824;1216;777;2370
4152;933;1299;4890
978;6081;1139;20990
2197;280;3967;5299
512;549;220;2290
10884;4406;1809;7340
9652;499;10725;3400
1126;499;1669;18600
969;2732;3028;4503
4097;4225;988;2190
11563;2798;402;5980
1759;5812;4242;2270
3297;799;638;120
3080;1585;589;11489
5382;4268;2238;33669
6651;6096;2114;26505
956;699;2257;1567
10712;5188;1631;5890
2544;1859;2434;2730
3489;1697;3699;4713
4505;6499;3509;19950
1873;4485;1959;5557
2500;7361;599;4540
3854;2207;3865;4275
9750;2584;3100;12950
823;3214;1780;2130
3165;9472;1399;3378
1250;1533;830;1615
1153;3964;809;2470
670;279;8184;11709
1870;1677;1136;7074
11895;1251;5220;4750
9020;1242;1266;18469
388;29980;1609;31920
624;2099;194;3250
3677;1964;239;24690
851;7780;6397;4679
4078;3016;1499;17090
3435;14042;2330;4636
1870;5349;1504;19990
4391;747;62;2730
438;2799;1060;3250
6346;1444;1189;4679
1450;1596;1539;9034
9950;3643;869;999
1998;5768;644;6300
6613;768;450;64180
2788;599;5619;4999
2798;1978;799;3112
912;799;796;24700
3652;5229;1400;3950
5591;4945;290;7500
7464;1557;700;4440
6278;4025;1495;14254
4137;968;2014;23370
2932;2959;4381;2600
8174;3237;1799;20520
534;2398;570;3950
1318;13726;960;5860
1498;4299;329;21255
5245;1754;1556;4600
4330;3798;4220;33000
3910;3199;1119;7320
2550;2224;276;3848
10664;520;4973;2850
1450;3588;4093;1338
2038;6626;633;7125
2827;3499;7962;10340
2998;3098;2790;5140
2952;2710;319;64448
5103;828;1687;9999
8645;576;4109;1400
1610;1358;858;4365
708;3580;3068;2712
4340;2791;2080;31760
4095;449;9596;30621
3377;4999;664;39670
989;2053;2552;1500
2356;2676;3358;32290
1944;3284;868;26171
2194;2399;2466;1715
2129;12310;1038;23940
5196;4315;1399;6299
1109;8468;209;28523
1525;5579;1740;1489
4308;9798;1083;18982
6968;2294;3439;2350
1595;4296;1872;3284
5233;2499;1413;1010
4553;739;1350;2030
3186;6984;1270;2710
1504;686;389;17099
926;7388;1089;3096
5942;297;4393;3500
4459;1054;909;4990
7864;2182;665;7850
597;1299;2531;22800
1645;3308;1045;3316
3925;956;1259;3398
3661;16593;2209;780
672;668;899;23500
5636;799;1620;1890
3340;3999;840;3109
1119;6360;1329;8990
2846;2784;3317;13585
1379;4096;1062;3470
989;2621;3650;525
1980;2473;11010;3790
5125;3399;1037;28698
16152;6499;450;4990
1780;1929;6160;5090
4810;1327;1748;7068
6209;7168;4029;32590
1980;2798;6692;12286
3134;1399;4440;44208
1049;1399;1058;1509
3313;1658;1390;2190
818;565;749;11999
780;6886;3290;7300
2458;8145;890;6940
1760;4499;2110;3900
989;2544;2439;10408
1997;4918;1329;19347
4890;1599;2936;4985
1828;899;5097;1990
1978;529;2827;3144
3428;2131;1260;24590
5254;1016;63;34056
3147;5999;1850;1658
8387;3199;519;3354
1461;1579;1864;1800
1954;709;500;3799
5078;2314;3929;4270
2900;899;4637;30700
1155;17717;766;35500
1717;1270;5037;4499
6168;3299;699;3895
2933;8492;352;19550
1510;2699;5209;3550
3086;1819;1890;5633
5046;790;178;14250
605;2920;2667;6690
1458;3114;2099;2470
1199;2075;4798;2850
2064;2375;2699;2738
3150;2111;623;4679
5367;15264;2289;6770
3680;4015;1329;437
4196;2099;1350;12870
2709;3017;1283;3959
14605;7402;1852;6420
3956;1850;2489;2330
6220;3119;2209;1510
3066;2999;4700;5054
14245;1594;1647;25650
10890;1939;239;2975
4961;1199;718;17268
936;358;550;2755
3941;3413;3530;4559
2080;3899;3555;8389
5245;4974;7299;11875
8786;1796;2809;4600
5414;699;1939;5250
2967;1935;1823;3255
1869;4491;2825;1395
1978;1353;4919;2304
1566;15849;5763;2375
1587;6890;14490;6945
1563;2099;2195;1610
172;2434;2561;3999
4873;9353;769;3765
2487;4379;6178;7590
2500;2708;749;46912
1904;4699;3904;3765
1656;11810;5239;10735
3169;2898;3169;19415
1186;6960;799;31350
2217;7735;97;4883
1152;3283;512;6650
5589;2467;6688;23630
1558;1585;4209;24390
2655;1499;640;18190
4350;1198;928;1230
2794;3035;919;25800
1303;399;2960;3550
5368;1497;2268;20160
20489;2599;6840;23750
13648;3377;2809;19720
1647;2205;475;9560
4057;1533;1099;5384
345;799;1056;16999
1904;999;13614;14300
1271;319;536;1710
8186;1325;1880;5340
1450;780;1462;23680
600;6365;2569;948
2101;4786;4663;35262
3384;8302;2171;6083
2295;617;4538;14299
4550;589;519;990
3804;4746;2410;3799
1134;8078;4524;12370
2199;1884;7645;27075
2350;4798;7589;24552
5010;3999;439;260
1300;3026;2095;2755
3999;4199;1999;3999
3112;613;2909;8037
1762;758;580;499
924;3909;4327;19685
2044;15070;2477;4275
1350;2383;5585;5690
6295;2864;2258;6925
647;2475;5182;25990
2212;1699;1192;2755
1439;845;2209;997
360;986;3400;8500
2040;897;1550;1999
2301;3376;2017;9700
6854;1099;2247;19800
3403;1276;2397;3248
2573;3427;963;5090
6374;1198;980;30146
2228;2998;1769;39556
482;1937;440;17509
145;5870;4300;33190
2957;1499;3024;2400
1223;1199;444;5008
1499;6078;430;5405
454;459;2084;5320
686;3475;684;20093
802;1199;366;1330
1719;2137;741;3059
3996;6847;1824;7499
2941;798;469;5085
392;977;1339;18050
553;849;1499;12730
1049;13818;450;12200
3537;1398;2431;8550
2500;1587;1854;7198
1469;3622;4926;22450
2500;15935;2702;2940
16196;1226;12296;6490
1914;558;3131;4990
1199;1020;1029;1590
4699;2299;3051;3765
1461;4364;815;14668
6521;3053;466;3544
3226;14530;3102;4679
1545;2799;1516;1520
4119;2630;5699;65400
4034;4308;1041;7410
7232;2652;2100;2320
1557;3199;769;2130
4528;5696;1950;21945
2172;6876;1003;7594
1425;1197;1029;14301
3178;1158;1070;2850
8142;549;820;5889
11627;1808;754;13340
497;4299;2912;2406
2350;2601;820;6225
2480;5040;599;6973
2153;17998;6049;5860
6405;43009;2149;2690
6240;2614;559;3390
2090;1819;2270;19532
3495;899;7260;6289
10154;2530;2920;14013
1612;5035;4919;4800
3398;2826;5465;6650
3645;258;2509;999
2480;2203;1890;13000
2548;3254;399;2880
3330;1737;1399;5800
1770;4639;693;5919
2330;759;1670;2052
22542;719;3044;2580
1155;3492;3263;4750
2595;2494;1700;21575
6841;1004;980;5900
3048;849;2167;11554
8005;2508;1780;1890
16736;3125;4647;475
1587;1448;1869;1800
3174;2418;2266;6156
2320;4473;1499;1700
3402;15079;290;1715
1127;10029;1470;2599
14627;359;668;17973
1978;4197;1461;26070
2098;2099;870;3399
2252;625;1702;3039
3778;2896;499;11350
2056;2633;1029;40120
2153;499;3638;6299
3297;9468;2358;1800
4796;1224;2057;35000
2671;50324;290;3055
3331;787;2149;1790
3051;2053;2860;7590
2395;4185;8478;17100
1021;3308;843;17519
2500;5906;549;4679
320;3158;3399;3319
2544;2467;5958;8265
5648;570;630;5359
2967;2499;839;28150
9180;828;6530;990
1699;10908;835;3790
4041;249;8577;1493
3079;3801;840;3420
3131;1467;1399;2050
13313;1998;2587;8974
909;2698;3347;7190
1400;1467;575;8990
7488;1299;1284;8455
1904;4299;884;4600
730;4303;2160;318
5831;2796;460;21339
6413;6597;1175;11352
11957;7290;800;13700
1982;3899;1932;30600
9585;8975;1119;14678
6994;220;1560;2590
4674;4299;1140;1710
1799;698;6768;17329
2689;649;11000;20798
915;737;1852;3289
1049;1599;1336;12225
1954;999;2481;4915
336;8024;2962;19000
1063;2899;1359;5130
1037;449;1549;2599
1471;1933;665;1370
2977;1499;3449;3825
2103;690;797;1200
10240;1029;236;840
1215;933;6435;1450
3976;1699;2859;10741
1499;698;300;5490
4706;999;439;2164
20424;4861;2430;16150
4711;2256;463;3120
1498;3146;2376;9310
2843;3494;353;1050
1195;1031;758;6839
2135;399;280;20836
2737;399;1146;34908
999;1782;2310;2970
1450;2705;4349;2495
930;4097;2550;67549
6118;4328;1083;4990
1024;1017;150;1400
2474;2613;420;10350
1198;878;3350;16900
5176;6698;1299;8312
1644;1699;1029;22942
1901;4107;611;12652
1274;3063;469;22900
1251;2967;399;23100
2573;1598;405;22800
32883;666;389;2490
1404;999;1399;5415
2579;3899;1458;21880
2253;8322;539;3450
1099;2599;5505;18995
7812;1344;6384;24799
1199;2357;4737;3249
830;1099;3574;13300
3432;4851;1400;1490
1008;540;4919;18600
7037;2329;526;22715
2191;4499;1489;3790
2829;10884;908;4590
300;3376;719;4679
4749;2688;3568;8990
1112;1386;2800;5499
1270;8042;1796;3590
1450;7018;4939;2375
3248;5266;981;8792
2556;4499;580;4085
3338;3711;2559;6251
7010;1365;10553;2840
4297;2853;10999;4035
3992;2099;1797;3550
1581;620;1797;2707
2856;495;848;225
2019;4799;659;20805
2182;4819;4909;19700
2810;3299;950;23472
15871;6498;800;19800
2856;6430;2280;2659
6400;2048;917;2850
5243;2050;1394;4679
3943;3101;3330;8990
1057;3174;1178;11520
7885;638;138;4679
4233;499;2999;14249
1020;1057;3529;14249
1720;3197;2909;1425
4415;699;4640;2200
12039;999;321;5995
3448;899;3369;5200
5064;450;4528;9758
4077;8171;2479;19706
1078;579;3250;5499
1199;429;1745;8512
3956;229;8634;4540
2836;2434;3418;2290
5970;2798;491;2030
3135;2907;10848;2330
13277;1299;299;3032
4155;4166;1134;2025
2421;219;267;24375
3857;979;1620;3135
2264;7000;5797;22383
2395;795;6079;990
3900;559;4731;2850
1049;1338;3585;10792
704;1499;130;4700
261;2999;1267;6330
1898;2386;1700;3229
2325;608;469;40304
1120;1360;2230;16150
2576;986;536;6810
3354;4299;2450;19673
4405;2026;1820;2990
4615;15002;1769;6488
2569;1899;260;2840
2199;1599;401;6841
8253;44523;72;4856
1937;4822;5928;5699
15221;599;520;17099
1087;1599;1399;4990
858;680;1971;4679
2002;2298;3328;13652
1376;1099;2379;24061
1288;6199;2139;22480
1978;2897;3000;10370
3105;799;4590;6396
1081;8045;2850;820
9077;1155;1166;3120
915;799;6135;6190
1228;1397;899;11504
989;15897;710;2330
3008;5332;4219;3690
3436;1956;219;12635
2876;7314;1818;2850
1049;3999;1557;62521
1244;1719;4220;2875
1500;6143;5452;14820
5967;4814;2029;4590
5240;1554;419;6650
3204;698;120;2255
3087;29647;2553;4740
9397;1105;2080;4289
3895;4177;79;10989
2268;1368;2146;600
1909;2305;2040;29440
3489;599;1839;3826
1272;4733;2609;16590
2897;5349;1015;1865
513;1620;3520;5690
2678;7198;1359;6840
372;4123;729;4967
2081;1499;1670;11609
2114;699;600;21544
784;2352;5450;920
4499;13099;3399;650
2350;6794;2798;28970
315;2197;3700;4559
2021;1289;4080;3085
999;6499;1899;19869
1699;659;2499;4990
1448;28193;499;2800
2362;2097;1480;6156
2556;999;840;8070
2180;348;522;2634
9513;3299;1740;24500
2208;1666;1119;5490
1978;4707;1603;9598
3398;5496;5399;17575
1017;2799;3409;5499
