Кластер 1;Кластер 2;Кластер 3;Кластер 4
1998;9298;1961;2565
1823;6599;698;62604
1979;2158;1170;4420
1394;2654;306;1200
1049;2099;1284;6799
306;3211;310;1750
2949;11413;1239;11600
2299;798;3141;390
314;1899;1118;3675
2422;700;3159;3550
658;499;6322;2390
8377;938;2328;17426
2363;7897;4381;1044
700;499;4061;1899
5679;1097;1048;5800
2227;917;1440;4679
8534;711;780;8997
4076;1028;1740;3114
381;5999;1288;284
2343;3299;7805;4085
1510;4599;231;5985
2580;1896;1067;5999
2997;4099;3436;1710
5934;1094;826;15985
2451;3398;1295;285
544;2398;2520;10925
2098;7403;1819;5723
2398;3494;159;7190
1750;12179;3659;22800
2278;7198;1049;2470
2180;699;799;11239
2900;1399;1199;5831
4200;399;285;8299
1598;1628;5185;15053
4465;2394;900;1755
2059;569;3818;7190
3947;1598;1347;3420
3821;1399;672;1700
2997;3892;2164;5690
2560;2900;2102;5874
891;2845;8509;19000
8026;5337;477;990
999;1016;850;1800
1421;7956;2380;2050
1683;2378;5879;1370
5434;3299;1210;5299
6487;16094;1499;6175
2967;2599;2179;5649
1998;2255;1956;7149
670;976;418;1027
11262;2899;610;820
4825;3489;1099;1804
5781;1929;230;525
7014;1599;2370;5998
4651;389;3576;10072
7148;2235;1237;21850
3149;3799;1978;2847
5429;3766;205;4679
5344;1499;4126;3172
989;1794;1261;17480
1699;3581;3060;2565
7116;5591;1329;1800
999;1199;3509;2490
5007;5641;1527;2707
2377;2154;1045;9490
3141;999;895;744
1104;559;1199;8209
989;2057;586;9813
3246;2366;589;2409
1034;2297;839;2618
10675;1799;950;22070
1406;760;789;3120
405;2029;583;950
1450;20079;4200;7150
1825;9535;1424;9989
4196;2599;1058;5980
9900;1597;1350;4663
1532;1899;2519;3018
1099;2623;1068;28590
2136;2199;970;38573
949;3378;1638;26080
1019;5532;2519;430
24700;5109;13990;190
1450;2058;4919;269
5771;4556;4097;2928
3287;2063;543;329
3124;698;229;3220
2758;751;331;17268
624;6598;610;18620
1309;3177;822;2590
4895;3815;3971;24320
6831;1799;3458;1235
7065;2070;422;820
1250;3399;3452;7790
586;898;1140;1263
6110;599;1902;4450
5925;1175;858;2850
6463;1199;1030;16149
1978;3799;1749;1706
1346;3999;446;3844
3960;1199;3369;1425
2079;599;3349;7852
5480;19394;3718;9400
1450;1489;1060;645
6055;4299;937;990
4716;17569;2376;4700
2098;1268;2010;27554
3379;8622;788;2337
628;5393;3519;1729
3874;6012;1818;1165
2098;5930;2400;4999
2756;569;320;13762
2032;3897;866;2375
325;4565;830;23777
1551;999;2233;23804
1882;2704;960;5400
845;3299;1267;21299
2127;1699;2029;990
16087;1499;360;16664
5081;8116;2569;11840
1972;39134;2799;2372
1699;2698;3726;742
7646;5249;2495;285
3686;599;855;4085
2537;2549;514;7600
5938;3299;1748;2434
5368;1259;756;1064
1085;499;1993;6490
2468;1126;580;2990
1045;1957;4463;2028
3147;1999;1299;2480
5616;18541;2209;999
5313;4799;879;2768
1906;6642;1594;13362
10057;1627;7345;3050
568;5399;2879;1533
2150;2183;1245;5980
2589;1934;2752;4275
1279;4799;13590;7499
3712;5997;1628;2290
1403;1754;1399;8930
1071;1699;6317;3610
1450;1448;438;1082
510;5776;1974;3515
1978;999;2704;3790
6375;2524;2149;891
1024;1199;1999;4999
7638;23380;957;3748
3458;638;6885;680
383;5094;469;13680
8277;7197;1214;3050
2098;1999;541;4106
2875;2136;429;1249
859;2099;6589;1352
3384;799;3889;800
1852;2481;4295;3880
1015;16262;590;18501
4657;3951;2542;2988
938;2449;1366;3385
3117;899;2187;3008
2114;1478;3812;3325
10661;1203;3053;1350
4354;508;2760;17344
1937;2934;1399;660
5123;3599;966;23745
4294;16423;649;1040
291;2898;1325;3998
4720;2472;1038;4075
3068;1499;3062;5239
10860;408;2100;2900
2114;13805;2449;79940
273;1667;5738;1520
2199;2680;2999;5000
1380;2599;1259;13388
4796;5732;2863;5700
5166;1099;6598;8299
989;3389;1986;5657
2997;2591;1149;5999
713;1379;6346;2850
3838;24686;2090;8842
546;2099;2570;4850
3077;399;259;1700
1522;2045;790;3411
6902;1783;420;2565
4839;1521;709;10211
25471;9176;1988;3499
5691;1198;1080;12635
3297;897;2310;5378
1519;1889;899;30690
7026;729;1219;1230
1998;3459;2150;6175
4714;1714;1265;250
380;279;7099;7220
4567;3499;1139;2524
4250;13397;2063;2476
3220;4610;1220;2850
2339;2799;698;2526
4474;2879;2452;3799
13281;4456;13408;10649
7934;1191;1687;28373
1770;4190;5399;1615
386;899;2601;11300
4973;2799;508;2725
14391;349;850;10450
1288;6054;2178;3928
2769;3851;2892;3250
7026;2877;630;3780
5154;1599;4919;530
2684;2192;2009;27161
2136;2392;2371;3515
4434;2330;334;7678
3637;539;698;19559
3244;5898;1010;39690
1260;4069;2220;1122
2157;29260;449;2280
2098;10632;2112;2850
981;7799;1737;1710
2267;12234;2510;16900
1186;1401;119;9998
1544;861;2569;930
1632;3308;3723;2880
4397;5297;587;21299
8223;539;3475;1775
508;1047;818;2850
9123;798;1499;1550
1797;1340;1410;5518
4422;3599;1318;3900
1844;2599;348;7040
1309;1795;1455;3135
2576;1045;1830;20600
2128;4198;1199;371
16442;798;999;3300
1062;10096;2261;1890
3220;149;469;7999
5029;1685;1938;1699
2321;2598;1523;5040
2477;1590;2299;5392
4619;1790;2328;3135
4050;2298;1786;605
1548;4199;1616;1800
1378;4660;3446;1800
1830;1899;280;585
1503;3795;1600;9800
6417;2884;2434;5699
1596;1499;2930;1425
4116;469;1263;30687
10329;1699;740;4599
9262;5925;376;5102
2502;8947;750;19950
4588;4299;2359;19600
9489;2748;1670;850
1310;7999;959;5096
2834;3599;3697;11210
3179;3489;2198;6840
12232;2899;5965;1950
6982;31323;2481;2600
1848;3036;659;25359
2985;1299;294;695
865;4398;587;2755
475;5798;610;66067
1468;9679;2110;18600
2637;3977;1412;2185
2987;4799;1000;33222
9526;8199;2015;4635
2098;2008;1241;456
9698;2153;8499;29000
1049;4399;2110;10626
2550;1499;300;22419
2199;2746;6491;6831
7293;299;1829;25149
3000;4949;1120;1832
2091;2398;1780;7419
1186;8997;2409;16150
1768;7998;2760;6650
3210;3299;873;2180
1610;2158;1702;44180
4109;4499;548;990
6100;2946;1607;20600
9113;5598;1768;9998
3400;2799;987;6680
3903;299;2262;34800
3323;5035;1520;18999
744;2399;2499;5359
2084;3899;3509;3550
4236;3095;1407;2184
2142;1736;735;4820
4037;4084;1000;17430
1873;2099;5966;7300
318;3299;1824;20700
3510;1299;8990;3950
1763;3399;1055;8730
1198;14463;869;10462
6570;7597;1881;9990
3886;3499;2995;3315
3704;20117;794;1976
893;12809;1230;4150
3844;2296;2020;370
2098;598;2894;1899
699;5977;1199;14650
3902;4099;645;5690
3918;1725;1399;2964
1577;3799;353;18500
2747;8898;2660;5400
1786;2299;1160;24471
1214;3799;400;3350
6726;712;900;10630
4334;3599;1729;8075
2369;1594;1132;41363
1512;7955;1083;4749
8233;3593;716;10950
1365;649;1213;2950
1058;1899;1690;1805
10358;1813;618;6799
2998;658;1348;25950
1049;7677;1979;22750
3467;2499;4452;19699
3119;6181;649;26300
3114;6038;563;13700
1997;3898;3390;9668
6740;2699;4325;21775
2090;9836;5648;1405
719;499;820;8740
1255;4441;690;22490
2056;2388;1540;53740
7800;859;6079;22480
3238;9642;3449;27745
710;2629;1706;1390
1450;4517;3950;2921
4720;2434;5399;4679
8621;1358;219;16895
3377;7290;803;1300
409;17398;4902;8935
2039;14459;821;24919
5944;4496;7654;11600
4180;1199;3206;4599
22834;4835;2746;9690
2369;7796;1030;985
6992;5998;1550;3210
1850;428;3280;7020
2624;3309;6178;1805
8248;3099;4690;6310
4296;3398;7468;4340
5486;2875;491;3999
12384;1467;1360;7009
2350;4442;8999;5450
1808;2933;5399;4290
2226;1021;900;15419
952;477;1199;4890
4151;5199;5107;24600
11522;2250;317;3515
1898;8035;1810;6490
2098;7619;1592;990
6815;1868;1527;29900
7343;1388;1609;3799
5878;10672;7999;580
4120;2199;1332;2199
2373;265;752;16200
2073;1199;4197;19100
2067;7679;1207;3860
5581;986;2571;7150
1678;799;748;45730
1317;18597;2235;4042
10048;1097;1220;4492
5349;38029;763;6799
24428;4583;1327;1178
4305;1196;3280;14250
5381;2800;1180;12940
838;4700;3600;65043
1199;2315;1179;25300
472;2583;1318;5452
2467;1419;934;3387
1218;2693;480;5999
4497;3599;1829;3550
3332;5356;1099;11790
1317;20698;952;4799
2564;7480;5399;2375
1576;19902;2809;11360
3560;8975;1258;990
4130;5399;1747;3790
5473;4699;2874;5405
1274;2944;416;24471
2970;4006;2881;3095
6100;8183;1399;2880
11398;10197;2576;2650
455;8007;4820;2450
5350;1599;1451;1809
7560;10202;2370;2815
6736;1999;649;898
1588;3712;529;4890
999;10243;1408;4890
2395;2599;3399;305
2040;2976;2194;11840
653;1698;2226;1900
436;1625;5399;4990
7822;913;1740;1426
2090;7312;597;7300
8170;549;589;5359
1780;2259;2389;8083
6405;259;1120;12999
4087;1308;618;22230
778;1246;1110;1139
1870;998;3760;2350
2730;4128;935;1226
3702;9223;3976;4999
8407;2599;612;3315
3132;1899;936;3900
2144;13081;300;4515
732;2398;1215;220
2872;7091;13119;15628
3264;507;159;5400
2997;4709;1676;371
4510;2296;1990;3325
443;1355;2242;5248
2098;798;4515;11200
913;1076;698;2600
5435;13256;3298;870
954;2599;1310;1150
1956;1999;1326;9005
3050;1308;2557;4679
7603;2363;4392;28507
6370;6999;2499;32920
5994;499;490;4310
713;630;1350;9358
871;1200;1179;11875
503;1397;3530;7190
4276;208;3961;4679
2967;2905;2874;620
12741;3899;1919;6695
1049;899;2699;11088
471;2499;6989;5490
3958;2014;189;2490
6110;3899;4876;17914
9495;448;2447;7999
3386;2816;1889;2859
1580;2617;639;2679
5580;5566;2456;19900
5307;8999;4529;1140
7736;3359;909;15342
683;18329;1551;2208
3955;1196;6199;19446
2517;2497;214;2755
2853;5160;2029;43500
1896;1581;4299;14950
990;2099;1620;6630
2707;11203;399;20825
1306;4976;3369;3550
3101;2455;7794;9500
180;446;1406;51853
1476;5826;776;5675
2364;999;1339;27960
1250;1388;307;2130
2085;799;1931;16244
1386;661;1350;6445
699;2199;3827;2583
1460;2539;477;2850
1832;2399;1979;2070
3842;8064;509;1805
3869;2599;410;3765
506;698;1998;4890
3263;759;288;24909
11334;3399;901;665
1156;3298;965;1890
2182;863;1990;22965
2098;299;1010;451
4074;2106;2848;34990
10414;399;1119;2375
6439;626;628;11200
7920;2738;4142;28494
1760;810;4282;4990
4953;1617;3087;1699
2645;1699;120;730
1398;2304;4893;1890
1504;1455;1089;990
2371;4399;1068;8840
599;2243;381;28817
4794;6818;890;11488
1975;2599;615;6300
1999;1358;260;2800
8096;3796;1462;8090
3640;1081;3449;988
1450;3440;2266;21010
9548;689;589;3550
3413;2161;2979;1380
4506;10555;1944;25650
4897;1131;1386;2330
989;4043;827;8121
2099;5587;536;4599
3170;7493;2719;4890
2010;9598;1440;2650
2299;1438;1049;7375
1780;999;5118;42157
1676;5856;801;5300
2973;6999;1627;28790
1699;238;1739;39114
6337;2265;7190;32990
2098;8900;1272;5090
8060;1226;2518;10390
2095;1472;1440;10792
11029;1128;1026;7078
6250;4999;950;24745
859;2510;1370;2560
1095;5861;1212;22800
1843;3875;1489;21715
2397;2746;2748;57740
1396;4879;327;33926
2917;1279;5391;3420
1530;18328;1880;5780
2708;14369;1661;15000
915;10974;1728;8500
1718;4903;610;8999
989;2335;1709;10830
5075;20381;389;799
2095;2199;740;5340
1895;2443;1326;34500
2037;2800;444;1565
2259;12128;1529;3295
4690;2097;9354;5897
4829;1599;272;8500
1689;2443;247;12999
3651;1699;5420;8550
9023;1599;610;1800
17424;8389;1577;21850
3528;904;510;8835
2094;798;347;3880
6419;5299;3594;3633
2686;1517;245;12445
1450;310;637;3450
6891;1696;1998;7600
2098;4148;1199;6072
344;5350;3093;3445
3729;1027;3509;11400
2564;2309;3087;18617
1978;4168;4350;2344
6662;7722;5999;1900
5460;1833;2850;2184
3000;3209;1623;8840
1137;659;1117;19950
4594;1741;589;3780
720;3819;327;11520
1450;15770;4890;1699
10160;3243;1396;2182
3080;3677;654;2349
628;14927;334;3515
1049;1699;1520;2400
3421;538;980;1900
3398;499;961;7999
4868;8802;5399;26220
999;5312;2899;1640
2405;1999;629;3420
3660;2199;1869;22000
5199;1399;5667;2350
2997;1204;1070;36406
4928;13719;3199;4740
4986;1799;734;7400
1450;6404;1299;3445
1980;6580;449;4679
1904;868;1487;10100
14644;3298;2448;1400
9886;3614;1096;3414
2001;9618;2474;20583
419;9488;2830;3790
1420;1291;1334;1361
1678;2336;208;2180
7912;1465;1109;19990
920;1099;1889;24699
1902;1768;622;4600
1998;1097;2565;2650
3996;16460;1959;10000
4723;935;2199;19880
5587;749;5721;1330
3956;2599;1489;152
2297;803;1439;20044
990;579;1207;4990
999;3568;3598;8684
3996;1914;1990;1520
2705;1598;2460;11900
1978;7490;2302;23644
2700;828;869;5599
3055;4799;3146;62950
8216;1299;5399;5800
4305;458;2794;13059
779;399;299;11569
299;618;1813;5340
5277;1860;1139;8700
3938;1899;3054;8969
1477;4625;952;11330
2204;379;1096;4150
3570;458;980;20499
1779;4359;1947;5990
5100;999;964;3411
6034;2599;1216;30077
597;369;460;29070
14455;13356;2610;13620
2398;14933;1351;4080
759;4598;798;11020
1199;4834;2257;5833
7690;3859;3943;9490
1980;3799;1640;19600
2098;939;460;9744
3584;138;1640;10889
999;1599;2453;3555
7187;3035;519;28500
2298;3907;6240;17800
4180;507;1549;4505
990;7749;1140;5919
1110;1191;1007;2161
1099;3508;579;6840
590;27386;4287;2649
11261;3877;2110;5367
1088;3418;9901;6799
12376;1198;5379;4750
2196;699;1580;4890
6144;12410;3369;4017
1978;1526;1518;3895
1450;599;1705;44300
6182;1874;2898;5340
7190;2414;4919;8299
1250;8925;1842;3999
2850;853;2608;13000
5146;1134;889;3150
3972;778;2439;13300
684;5183;2149;3325
524;199;1057;8550
826;2199;1260;14418
2098;499;1534;3306
1998;2559;250;6318
1998;2189;808;7999
7057;1668;1798;9400
2333;2942;1308;9350
4431;2012;1704;9350
859;1873;1592;180
2098;739;849;2052
8124;1907;2938;4200
1257;2318;2322;10778
8196;3704;1008;9500
15498;3061;6000;13290
7003;1798;1624;9118
4950;1339;699;40517
16253;420;1509;5074
13645;1148;485;3040
12104;599;973;1182
1763;1740;599;10328
1978;5149;1995;1940
3059;8666;1199;5681
1132;1227;831;15612
510;1499;5120;13300
5998;1329;1637;32300
2691;1097;2019;12199
1464;1899;1534;6940
2500;3396;1998;35500
7131;5609;2714;14149
4151;999;505;2755
7480;2189;2289;16720
6174;2799;368;11012
6062;22897;486;3550
7900;499;1889;5499
396;1298;980;2280
1710;2249;2027;6799
726;686;801;20093
2339;2100;1058;3550
4299;4599;1583;5049
2131;1127;963;28251
1212;3887;2096;22625
6073;2797;1919;7180
1404;5950;529;15800
5895;1599;1350;3550
4874;1832;2394;3230
12712;1899;1475;31195
1260;3979;3686;2140
1799;727;10999;7725
11005;1314;1654;3790
3884;10765;1399;25948
2098;2671;1399;8825
2098;1999;5985;4658
2151;2799;5999;5760
2398;5852;5367;24319
1056;12096;473;1710
1468;22843;2879;6361
1199;4499;6512;2190
282;1799;499;11590
1292;349;1463;23500
2552;1299;2053;16900
17592;388;2759;4216
5535;5377;3510;2850
1997;1999;4998;13300
124;6587;157;3420
2349;2477;6719;24995
9950;2394;18059;6323
1789;2664;1327;5453
999;3239;599;18230
2337;6361;1148;22700
2967;2057;3326;6190
2500;2908;759;14100
858;1099;4637;3230
1729;6691;1950;25495
4335;5082;2826;7990
2619;4299;11043;6898
3191;6568;1906;14250
3960;4708;2098;19475
1422;299;2328;8368
1402;699;2299;6999
8019;397;1903;6420
3956;8603;854;6156
2636;997;1854;14240
6307;874;334;3895
3979;6568;550;3950
1629;2159;868;5919
2712;1997;2369;13929
6860;1258;4911;2223
799;3099;1798;10115
4251;2203;6123;17099
1232;2418;1740;10240
2934;2199;186;3275
989;1657;5032;5340
5714;5477;1512;8930
730;4754;2620;5510
2069;1023;2128;2330
4232;1847;2342;8990
3082;6696;1880;152
3518;9296;1799;29099
929;4698;3727;3910
13492;2526;2354;1511
329;2199;8191;1610
6982;5775;2999;3325
2718;499;1136;6999
9120;1398;3089;6914
1380;3079;8986;5460
2639;3099;736;3419
4247;9763;1498;6799
2739;17939;1029;35200
14214;13104;3900;999
5599;1656;1399;1287
1951;3485;135;2304
3584;5030;2008;11590
2797;10215;3733;2185
2198;2499;549;5129
2940;2244;1140;1890
1518;2999;2246;8700
233;3147;766;3910
866;2872;5140;22600
4239;2198;398;29525
385;1099;10999;28500
436;2936;849;10100
640;1104;1540;23946
3067;7549;323;22410
3450;4259;7199;4180
1699;1187;1649;5999
1285;749;4618;5985
1328;1099;3953;39900
2299;1179;4735;15470
6011;2728;1630;18000
440;1278;2924;1750
2978;5634;905;2565
1485;1399;600;34620
952;3044;2551;20710
1591;15853;3514;3752
846;269;3751;13300
3421;4399;1285;13600
5195;459;344;16208
370;6505;1347;10005
5823;25402;2197;1990
3147;1677;2181;22325
1589;899;1062;11205
2632;3699;486;1050
2332;468;3390;35500
1554;3399;420;14900
3956;489;599;2565
1094;5927;2533;42085
1041;3391;787;3800
1995;1413;199;5235
1700;898;349;13598
6758;1318;4558;12250
3830;2799;936;11995
1329;2160;1340;5090
643;2154;1620;3895
8055;448;1919;30595
993;5297;360;4679
2327;7559;2049;7695
1700;7044;1055;5588
5378;1186;461;10900
1066;9773;1029;15500
5904;12533;349;2800
5281;310;1719;12600
2098;999;985;11970
7495;1147;1700;3799
1780;2189;4121;1890
2500;2599;1299;25124
964;399;7123;1235
999;1882;1799;4990
6170;1496;678;990
2223;3699;1724;6840
2052;5198;809;7699
4858;899;7772;18995
1983;4145;680;23969
592;1099;1073;9200
2098;639;708;24017
3198;3299;958;10450
1232;1842;16149;1189
2035;1547;1900;4890
8098;5411;1263;18995
2052;18377;2699;6506
4731;368;207;3280
10368;3099;793;8250
1861;398;3380;799
1499;559;3449;3499
806;17291;410;3420
8679;1399;3999;4000
4100;383;4637;21290
823;348;1499;990
1228;11279;2342;20520
7045;2776;4209;13800
8981;5699;1134;6490
516;1505;404;1805
1904;1119;1397;20900
6058;8499;216;14510
2967;1887;1718;4609
3238;2698;1615;2660
4117;3887;309;11840
3852;1399;4973;27075
554;11031;1462;11980
8903;1077;999;2710
2326;1698;2600;6472
8715;2114;4839;20900
296;13230;1000;4260
8797;2699;1800;6799
16298;1299;2699;5499
3873;1499;2599;14725
4951;1357;1765;27136
989;3074;660;13382
416;4366;360;40000
9398;1699;850;2375
3040;3999;2170;12634
1020;1399;3401;18999
1980;299;1030;3390
22055;4299;499;7825
784;1238;1580;8975
5052;2616;1300;992
4606;499;3765;1926
2994;540;1129;2112
1904;6923;3509;1663
1113;499;2543;22900
1498;1287;528;22325
1122;810;1535;5499
2181;1939;2049;1404
2430;2899;566;2090
10409;1445;1139;2250
3133;1897;3169;5790
4107;18215;2189;28590
2360;1498;594;605
3796;3399;2991;2850
1911;659;968;13004
3628;968;719;11829
1006;849;149;25149
4196;858;914;810
2041;1388;1682;3505
9082;7960;5362;1431
6350;1835;930;2850
1988;6573;3379;371
3267;5973;2206;4830
5100;4365;1429;12720
909;209;1439;22396
10287;1374;7690;37689
1882;3999;3594;1190
1866;1524;570;5653
1780;4756;1400;2203
6242;6499;3098;19630
6201;10205;7520;17258
7747;3000;580;12563
4999;2599;6774;13630
8776;668;1294;13490
6835;1299;1128;5619
1980;1999;699;12720
1279;727;1399;3290
805;1985;3089;26760
5245;2299;1399;24700
2497;3899;7777;16720
6885;2326;2183;15900
837;496;590;5749
2680;849;420;2620
2804;6982;1829;2279
16317;2467;3699;18995
1450;2147;396;22630
6856;1799;4141;2599
19686;18077;4681;4000
2967;799;694;1470
2633;2009;5139;2823
7790;1235;521;5499
2500;1186;2149;6308
2997;3750;2678;5200
1160;5999;2626;4999
1878;3196;1598;50850
4051;3409;1803;3499
6343;3350;1814;22350
11016;3929;1588;12010
2967;16462;784;71233
2550;5509;2000;13738
3546;2118;1870;4600
759;1298;799;21775
2548;1674;3829;38177
1900;3799;741;24600
3765;4955;650;6799
1998;2034;3199;9585
14365;1596;2310;25650
1049;1398;5125;20178
2938;1384;519;16703
965;4249;3963;7375
1887;499;48316;5633
1318;1331;622;30582
1045;799;1786;8369
5150;5094;756;11489
4069;2237;1454;19139
2706;148;997;2000
11787;427;1456;5490
2597;4217;1420;4750
2577;5199;379;2092
1612;5259;1977;2554
3243;2490;1197;22325
10390;855;822;22900
2500;1599;1894;38000
2334;2421;7618;3800
999;7298;590;2755
3709;1899;12391;1068
4230;1989;4361;3601
1138;24851;3186;7999
1258;4815;893;2900
2436;1299;612;371
895;1413;3459;5980
1482;2899;568;23765
9466;2150;919;48439
999;2083;1420;38989
999;1247;959;650
350;4732;959;5359
976;4183;3290;12320
3960;1248;424;17200
8189;569;1238;11819
2378;3366;2189;475
4361;759;807;4674
2398;5919;972;27170
4468;948;1119;1425
2871;7675;2667;21939
1080;699;2009;19238
3464;149;2604;3040
6813;899;1790;904
3625;3561;5673;3709
1338;3393;1055;13350
2331;2199;3645;35500
989;4399;999;22550
1049;1764;510;14155
2627;1886;1520;3550
2098;1667;793;22800
1504;2390;6395;6299
7425;1750;3141;7999
1740;11240;844;9460
5375;698;879;5380
1978;1325;719;31390
2436;1813;3680;3159
4402;1199;2769;7820
4090;4299;806;13019
3986;998;3555;23720
3453;2228;498;3100
990;3172;620;6175
1049;1298;199;24690
876;4440;450;19950
7744;1497;940;3400
1287;1442;6288;4530
1122;1266;2005;27550
8659;1599;2394;26552
1950;1799;2669;8107
1716;2637;4790;11990
4899;12069;573;1520
5970;3271;3718;18666
1978;3282;1266;11829
1827;2644;648;46043
1699;1316;965;3835
7462;2699;1489;12605
6666;3222;1423;8700
4329;928;1500;6511
613;2972;1862;6300
1196;11639;2200;10500
5750;2833;94;10730
4338;2098;4267;16055
238;1692;3708;6057
2900;7265;5209;9105
1499;3804;1367;5690
685;2255;4895;22290
1499;2387;5503;2755
1499;799;1268;11999
1195;1760;2755;12700
3209;518;789;755
8666;8231;11259;10350
3147;8598;5700;5990
3956;1099;1120;7190
1008;1520;1118;3635
3450;2499;2307;2350
404;338;8926;5090
1571;12507;1416;6799
2090;8695;3319;2595
490;3335;2890;7035
9580;799;1840;11400
5248;3999;340;7590
4032;996;1740;3550
3240;16733;1214;2489
1339;10543;1181;33190
3175;4110;1310;6840
2420;2918;1399;1800
2979;558;934;360
3504;4553;5780;24600
3105;3489;1110;15028
2500;798;2979;12445
2967;1599;3089;4540
3769;777;2610;12600
6033;2599;566;6820
4194;1699;8598;499
3073;1419;1065;1805
1580;999;2929;4679
3956;5153;2523;3895
1450;119;3688;11865
4371;6685;1445;14250
592;1405;463;17688
3552;3254;1625;21375
990;2784;3365;8810
23130;1098;1534;20878
6286;2780;539;1963
645;2999;519;2850
6204;1176;1689;10379
1327;799;5139;2379
5277;1476;520;2990
7756;639;5399;1720
3147;2543;2255;1370
400;250;2097;4950
6562;399;7852;20770
1924;788;699;1900
1699;1076;649;40925
24081;2498;889;6747
747;1725;249;1399
3236;1299;2292;1853
3079;2387;1846;6299
5952;3936;11993;1050
2079;55537;1489;4835
999;3433;1271;8959
2096;3398;840;4080
4301;459;1250;5299
285;299;1599;8840
2816;2977;900;891
3721;1999;8390;4560
9984;2204;450;16802
1110;3559;2434;22420
563;2299;812;5690
6067;3599;2010;13815
777;1199;1926;4275
5422;9441;533;4275
3255;499;355;13200
5808;798;2220;3182
16224;767;409;8199
13628;1499;1329;4465
7376;798;1659;6695
1415;1326;2877;12340
1342;3928;1600;2375
2997;1733;16149;1389
1160;1343;3787;6490
990;6892;3799;9680
4002;16328;7590;2130
2998;4469;2305;3325
6246;8497;204;5700
4227;759;2226;2346
164;513;816;25900
1830;759;5769;35999
4126;11593;5399;28813
2616;3936;819;416
2753;1269;980;2707
11929;219;796;6839
1990;1678;398;25850
7224;2799;2340;3790
550;2506;1329;5320
2098;1531;2590;5976
5022;1499;1427;28500
1078;1798;1370;3470
4264;3697;2170;4630
3780;599;2412;797
2522;699;777;2477
9800;1421;1266;16900
3956;899;319;1283
761;1099;409;4590
4694;658;1719;11590
1738;3975;3900;1447
2886;4550;1152;6897
706;4166;570;15651
3750;1016;701;4138
277;1443;1140;10399
3283;1489;3780;3790
2098;4084;1458;2590
3857;1743;882;6490
4114;1297;4718;3190
3900;340;1245;20800
1654;5239;2421;1853
3587;1722;794;2897
2684;2295;1215;11865
5000;1896;2909;28500
2136;799;3359;26220
2287;1999;2660;2725
4601;2708;7166;5499
2900;768;690;6895
6730;4730;1534;2620
5287;7619;1299;18231
510;2109;2431;2350
1416;1038;1959;7965
2550;459;2778;1590
2856;2184;120;22800
6861;4215;3868;6650
2014;2299;5220;5490
1578;468;2018;2617
2776;5266;658;12450
10034;739;5186;19038
9941;1998;1278;133
1699;2960;1809;12330
6144;570;1197;2000
4500;2399;1320;4270
4896;2333;390;17495
5000;9967;279;11130
9265;326;1494;3327
1998;3234;414;14409
8069;635;3576;18200
9722;1499;270;11050
7901;1946;5708;19057
276;40420;2499;1306
741;2738;1292;3600
5949;1699;2042;27917
9515;1499;719;5499
2370;5273;1170;4679
3413;1828;1259;7075
512;749;1556;9490
992;5328;531;2788
4709;2499;1740;8312
9284;4285;2177;5690
3317;279;2050;1940
2556;568;180;9500
6821;2035;3565;3325
1848;1499;1504;6490
1883;558;1069;3950
3923;359;2436;3550
3760;6125;780;18906
1405;8454;1399;8549
3348;1728;1357;5490
3186;1199;466;21560
1338;3218;952;10400
2116;4473;3799;18995
1720;1677;259;7600
303;9271;708;371
6660;2899;1299;24600
2265;1642;1662;12039
1865;6823;633;17400
1530;955;2299;358
9447;1299;4806;14989
3796;4099;4550;20749
9590;687;5370;20990
1007;3222;1552;6175
2970;1298;1361;4355
1024;499;649;9956
4857;538;987;10099
1698;1499;577;2650
6283;7857;2287;5599
960;4783;505;5860
3507;854;1559;12110
1350;3053;615;6291
805;2599;4100;7999
2098;109;763;3229
2795;4005;985;7999
4356;867;616;15000
2718;538;5224;12640
4162;3109;208;7301
3398;3675;2974;5195
956;3092;7515;1899
5321;4351;2649;2637
990;918;8986;39100
591;2399;1605;9797
1067;2599;3478;14250
1375;7962;2469;6365
726;3165;1026;2850
3460;799;398;7020
1980;2399;610;410
824;5478;2769;1805
6250;2244;3899;2730
4744;1849;1059;4275
636;426;648;19800
4618;648;1810;35500
6236;999;1398;5048
1780;471;1770;26675
2178;11989;510;5415
3008;2599;538;3250
2198;3095;599;11276
970;1899;5494;3550
5388;6554;229;7300
4098;1999;291;3848
1768;1328;1097;30990
3446;468;1142;5245
3750;1350;549;14250
5429;1196;318;5490
2397;1557;1869;13428
4560;1393;618;2176
3558;1518;1005;13870
688;321;1399;2290
3715;299;1329;3895
3630;52946;923;21024
5061;2625;2559;11590
989;1729;1471;1990
6098;1299;1017;2375
3147;3904;1409;32350
443;4844;580;1710
1577;569;1034;1265
2192;799;4322;7275
1350;1468;1599;5700
2350;599;1468;10790
18111;5698;3799;16390
3808;2899;2690;42925
1362;2750;1348;4740
2670;1556;2771;35034
2831;1336;1830;7020
127;1336;4371;28187
2657;1673;999;22870
4890;2283;590;9655
1437;3096;589;25099
6894;2297;2228;7999
5934;999;1258;7999
4748;699;5489;27351
2199;4762;2447;1990
2967;1078;2883;2755
19750;8860;5040;10830
2398;618;2142;5985
1099;7289;3781;6880
1068;2042;227;8650
3147;599;549;4552
594;5567;3800;3420
4896;6320;1206;20160
768;2275;827;6721
1606;5799;1680;10205
914;399;1820;6999
