Кластер 1;Кластер 2;Кластер 3;Кластер 4;;;;;
1952;5298;2902;5336;;;;;
860;1818;4127;835;;;;;
3780;4157;2666;891;;;;;
1924;1775;698;12878;;;;;
1749;467;6179;2848;;;;;
4237;2339;1838;2804;;;;;
2197;4561;5233;19042;;;;;
2129;2298;1698;1449;;;;;
2222;1698;1061;1899;;;;;
1399;1898;3901;5400;;;;;
1915;1753;1121;1048;;;;;
2984;1848;6098;3088;;;;;
3330;2498;1328;25780;;;;;
2158;2798;1316;785;;;;;
1088;1564;3248;2899;;;;;
2077;2914;862;1557;;;;;
4257;3597;392;3611;;;;;
1089;2056;9499;869;;;;;
1350;1301;1679;8749;;;;;
1724;527;510;3561;;;;;
4101;5248;1498;854;;;;;
1405;2267;8354;2424;;;;;
417;2198;1517;5269;;;;;
4098;1505;3542;1284;;;;;
4495;2921;522;252;;;;;
8617;2598;1899;2424;;;;;
2077;4424;1096;2099;;;;;
1007;3798;988;1039;;;;;
2298;736;467;239;;;;;
1720;748;739;1698;;;;;
5040;548;2917;201;;;;;
1322;1287;398;17077;;;;;
968;2098;2598;6020;;;;;
3066;8045;1429;40027;;;;;
1139;2534;2734;2799;;;;;
6099;6290;351;1805;;;;;
2647;713;799;7747;;;;;
1897;1862;2058;2346;;;;;
1021;483;1518;1569;;;;;
2786;4448;757;4310;;;;;
2549;1027;939;201;;;;;
4570;1148;1105;3839;;;;;
3703;1818;4305;5287;;;;;
1267;917;679;4844;;;;;
708;1198;717;18513;;;;;
869;2343;2819;899;;;;;
1807;7638;2447;3449;;;;;
2019;1985;885;1648;;;;;
2027;1487;619;8700;;;;;
866;5178;2488;5438;;;;;
2733;8146;2368;16150;;;;;
1148;5947;1415;6029;;;;;
3375;1375;2199;5039;;;;;
1916;507;459;24991;;;;;
2158;2590;800;3269;;;;;
1478;1921;1269;1849;;;;;
2025;3198;282;3599;;;;;
1159;758;1394;2605;;;;;
2390;5188;928;2899;;;;;
2117;4154;1942;6650;;;;;
1555;4245;2707;3849;;;;;
3997;3881;3614;3719;;;;;
3005;2548;1349;22325;;;;;
1488;2849;2525;3051;;;;;
1729;1257;9948;3944;;;;;
2500;1744;2548;2149;;;;;
3192;648;648;6546;;;;;
4191;1048;3230;980;;;;;
2139;798;3730;629;;;;;
1747;2698;7115;2229;;;;;
2398;2848;2022;8819;;;;;
1499;2105;1713;3929;;;;;
1198;1696;2497;3416;;;;;
1213;1686;2648;4939;;;;;
1535;4129;2920;24749;;;;;
2324;1217;1729;1555;;;;;
1876;3642;4639;1852;;;;;
1499;2363;4519;3514;;;;;
3430;898;1992;6848;;;;;
1798;368;3057;8189;;;;;
2147;1220;1382;1849;;;;;
3046;638;1098;1360;;;;;
3504;3244;1708;3994;;;;;
3397;2163;3220;14399;;;;;
1914;2198;435;3979;;;;;
4587;2152;3748;691;;;;;
2599;1821;1058;22949;;;;;
1419;298;343;318;;;;;
2111;1587;1592;1899;;;;;
4957;4139;1633;2639;;;;;
2571;1498;2127;4134;;;;;
1499;2497;2889;2078;;;;;
713;898;1114;7203;;;;;
1662;2429;3498;1755;;;;;
1499;698;707;6983;;;;;
3028;3437;405;998;;;;;
2301;3598;4271;14309;;;;;
1669;3798;2338;5039;;;;;
373;2006;1739;3349;;;;;
1098;5744;636;9539;;;;;
2878;5172;533;2442;;;;;
5427;1466;1430;16089;;;;;
1441;6655;3593;8039;;;;;
850;1098;349;987;;;;;
3012;455;666;21929;;;;;
2890;1598;589;4699;;;;;
1783;894;1408;2951;;;;;
4546;4798;3928;7649;;;;;
2485;1323;4634;1349;;;;;
1286;2726;364;2899;;;;;
5503;2772;318;1929;;;;;
2208;8206;6129;2565;;;;;
1499;2817;1064;7810;;;;;
3050;1398;796;16949;;;;;
2764;4297;4542;1609;;;;;
9989;3596;691;5509;;;;;
939;2662;1308;11875;;;;;
1899;1080;8455;420;;;;;
2559;997;1598;3599;;;;;
2147;2204;3970;3032;;;;;
1948;3025;748;6039;;;;;
1856;1537;1077;23706;;;;;
1602;1672;848;13669;;;;;
3480;1098;1727;3561;;;;;
1064;4381;4349;16869;;;;;
1415;2519;628;15649;;;;;
1000;1898;2429;3133;;;;;
1837;3298;847;2611;;;;;
1572;1999;1268;2667;;;;;
2166;1643;418;2639;;;;;
4698;1119;3248;1039;;;;;
10199;1398;660;1569;;;;;
855;2653;1538;569;;;;;
3915;1176;1580;13348;;;;;
2055;3013;3917;3184;;;;;
399;4309;2593;24039;;;;;
1187;3838;197;22294;;;;;
3836;1448;3171;17100;;;;;
1741;848;272;489;;;;;
758;1518;1811;3829;;;;;
3615;3698;2858;15859;;;;;
3904;1895;2230;16198;;;;;
2027;1514;2120;989;;;;;
3762;2398;2017;5059;;;;;
4949;6761;1355;5039;;;;;
2022;1257;1299;1299;;;;;
2248;698;3101;2217;;;;;
4081;736;1868;1039;;;;;
3046;914;4918;3749;;;;;
2576;448;2597;4649;;;;;
2965;1350;3253;26687;;;;;
2321;3821;11048;5303;;;;;
1537;517;1233;614;;;;;
3351;486;1449;1844;;;;;
1408;1667;4658;1039;;;;;
2213;4094;2588;2187;;;;;
6331;2348;764;9800;;;;;
3963;1257;6403;2899;;;;;
2139;2748;478;19049;;;;;
11288;971;2733;8874;;;;;
4017;6148;2198;4890;;;;;
1838;1598;1669;2347;;;;;
1851;2796;1555;1474;;;;;
1271;3256;818;1899;;;;;
2754;2113;786;2039;;;;;
1827;2948;659;2375;;;;;
1412;3946;1999;1819;;;;;
2559;4147;1808;3229;;;;;
3214;3348;2260;8347;;;;;
559;1892;2155;4079;;;;;
3292;2157;638;3374;;;;;
2552;497;569;2949;;;;;
2027;2098;1591;1939;;;;;
2147;2189;548;8175;;;;;
3308;2398;2568;1235;;;;;
3516;3948;1037;2709;;;;;
3151;946;1081;3269;;;;;
1198;4588;818;5679;;;;;
1286;998;1593;6848;;;;;
1029;3149;3355;13539;;;;;
1308;1119;1053;18599;;;;;
1290;2898;5226;26331;;;;;
3886;1014;2034;2120;;;;;
1098;3298;1448;5291;;;;;
9036;1610;968;26219;;;;;
1068;5840;1930;7231;;;;;
1316;2198;4297;11527;;;;;
4079;378;829;2139;;;;;
370;2979;1583;7600;;;;;
1548;4098;2049;2102;;;;;
2659;6531;2429;1999;;;;;
2134;1662;1694;318;;;;;
2027;1698;1939;2809;;;;;
1248;967;5448;8033;;;;;
513;4847;6722;1849;;;;;
2599;2246;268;3374;;;;;
3453;2187;962;12856;;;;;
5146;2631;3826;5238;;;;;
1751;5597;1129;2739;;;;;
2733;798;1719;23704;;;;;
1650;3297;538;1804;;;;;
605;948;4630;26725;;;;;
2190;1997;984;325;;;;;
1672;1296;1048;1039;;;;;
1903;5418;488;2753;;;;;
2177;1694;329;11831;;;;;
1968;876;2179;16180;;;;;
2187;584;637;3289;;;;;
716;6207;4349;737;;;;;
3596;4025;409;14250;;;;;
1294;639;1168;12039;;;;;
2116;1158;646;14649;;;;;
4165;562;1797;13149;;;;;
993;268;948;229;;;;;
2447;3369;519;3088;;;;;
199;2612;3321;22469;;;;;
699;1698;1681;5923;;;;;
5729;3298;3408;2409;;;;;
1391;3906;2948;8500;;;;;
1978;997;2028;2784;;;;;
2097;1323;2926;1759;;;;;
4013;718;1657;3233;;;;;
3046;1198;3520;1539;;;;;
2533;1498;2348;7600;;;;;
1904;3398;3039;654;;;;;
2667;628;3258;509;;;;;
4003;1106;4338;6319;;;;;
6533;2273;3028;1799;;;;;
6533;5554;4739;4939;;;;;
2307;1512;2499;2049;;;;;
665;1716;1098;9929;;;;;
1353;2184;4686;1449;;;;;
2649;1157;2148;2899;;;;;
2325;2245;2298;40079;;;;;
4068;369;2858;2229;;;;;
523;4206;2573;6376;;;;;
15858;2584;1319;4849;;;;;
518;338;2040;3460;;;;;
1539;1997;517;5464;;;;;
1548;412;1011;5369;;;;;
1906;1998;2461;12599;;;;;
2445;1137;1889;3948;;;;;
1478;1598;2614;13349;;;;;
1560;705;3055;3460;;;;;
1067;5362;1448;4309;;;;;
3649;877;1509;780;;;;;
5980;2448;428;5489;;;;;
3836;2489;1278;8329;;;;;
1220;1818;498;6848;;;;;
2125;2528;569;6059;;;;;
2652;1590;1093;5000;;;;;
3353;1974;1558;11329;;;;;
1912;1118;1428;1139;;;;;
2185;297;2968;5203;;;;;
1819;3753;3298;18699;;;;;
4673;6476;968;4789;;;;;
1696;6548;1227;10039;;;;;
2933;1248;228;9829;;;;;
992;1676;1791;10913;;;;;
2813;887;2328;3995;;;;;
8724;3448;2852;193;;;;;
2288;4876;2290;4990;;;;;
1748;2806;1109;6119;;;;;
1328;2059;3767;2348;;;;;
1726;1798;948;3299;;;;;
1670;3560;1219;8148;;;;;
4338;1125;5699;1148;;;;;
8676;3198;2629;1949;;;;;
728;1743;5566;1349;;;;;
6047;917;6886;4890;;;;;
9011;579;1818;3658;;;;;
294;458;973;14348;;;;;
1548;3381;1365;23823;;;;;
3741;1642;2885;3808;;;;;
618;1304;473;1284;;;;;
2540;2090;5548;691;;;;;
1592;1318;1094;3848;;;;;
2092;1415;1898;4309;;;;;
3017;976;997;19950;;;;;
6312;1478;748;3699;;;;;
1072;3161;184;15684;;;;;
2764;5656;1021;14069;;;;;
1867;779;2155;26039;;;;;
1576;887;5448;1469;;;;;
4177;1330;908;7629;;;;;
1157;698;1211;1699;;;;;
1014;714;1736;2668;;;;;
1748;1398;829;32639;;;;;
1388;1947;828;3610;;;;;
7961;772;699;858;;;;;
1509;1298;2428;707;;;;;
3062;1315;439;13775;;;;;
626;997;2608;6939;;;;;
2764;757;2752;5739;;;;;
5250;962;2225;3383;;;;;
1588;1058;1528;20474;;;;;
1106;5905;2953;3753;;;;;
2380;1398;607;2199;;;;;
5849;1999;892;12039;;;;;
949;746;2352;29900;;;;;
445;897;2032;6739;;;;;
1792;3597;1398;7649;;;;;
3269;462;758;3349;;;;;
1138;537;448;2284;;;;;
868;1598;1377;3402;;;;;
2911;2208;1217;7199;;;;;
419;2498;1967;26719;;;;;
1882;2708;648;4062;;;;;
1098;1084;498;2424;;;;;
4820;3498;1098;2419;;;;;
2344;2221;1080;4049;;;;;
2957;6190;4401;5502;;;;;
6349;3326;298;20049;;;;;
2445;7280;2158;1189;;;;;
3864;5538;736;5458;;;;;
3605;3536;2406;5998;;;;;
1556;1703;3488;1873;;;;;
2382;848;1289;4309;;;;;
234;1303;1029;2609;;;;;
2821;3615;649;1769;;;;;
2938;1187;1498;1219;;;;;
1285;2548;698;2799;;;;;
2786;775;5445;2558;;;;;
1836;4563;388;3374;;;;;
1566;2697;4649;2569;;;;;
1791;1948;1902;1364;;;;;
4039;697;934;2048;;;;;
4652;4599;812;14820;;;;;
3149;1900;5955;1665;;;;;
2315;5119;1640;2899;;;;;
2147;2151;1480;2939;;;;;
3338;1209;1559;7129;;;;;
2416;8459;2487;9880;;;;;
1996;3227;1545;23755;;;;;
3411;3798;2009;3421;;;;;
938;1845;1592;10879;;;;;
1999;2125;1901;3644;;;;;
1375;4348;687;329;;;;;
2016;1173;2282;4138;;;;;
4999;2748;648;15979;;;;;
1808;1748;1162;11060;;;;;
2126;897;5550;11250;;;;;
2525;1439;2528;909;;;;;
2047;1493;1221;2231;;;;;
3709;2098;1948;1679;;;;;
2514;1206;9998;6898;;;;;
1274;2354;1429;11400;;;;;
1293;1398;960;27617;;;;;
3732;3833;2633;1239;;;;;
1611;7396;4344;429;;;;;
3997;3228;950;12544;;;;;
3530;1365;1809;14039;;;;;
2795;418;1690;5739;;;;;
1178;708;3249;3089;;;;;
472;795;9501;4418;;;;;
2406;2058;4097;21474;;;;;
1499;1998;838;4799;;;;;
2084;1004;818;906;;;;;
1196;2587;937;876;;;;;
2760;1026;923;689;;;;;
4030;888;3628;489;;;;;
6246;2185;597;1499;;;;;
1215;609;606;2270;;;;;
1607;1020;3138;1329;;;;;
5555;3298;544;5849;;;;;
9454;3819;1594;479;;;;;
1516;5489;1224;7689;;;;;
2949;1658;739;3413;;;;;
2349;3198;1595;26554;;;;;
1315;5344;2306;6848;;;;;
2809;1709;616;40784;;;;;
1250;1998;867;18799;;;;;
2269;822;4394;287;;;;;
2949;2684;4118;211;;;;;
998;1058;2105;24949;;;;;
898;1398;953;3076;;;;;
3013;1677;1388;5408;;;;;
7622;6966;668;1880;;;;;
3016;369;1162;7298;;;;;
2572;1805;2949;3569;;;;;
2209;2638;988;12209;;;;;
1567;1238;1879;1449;;;;;
1329;7121;2620;1780;;;;;
520;5898;4589;1854;;;;;
2794;2198;927;1279;;;;;
2688;4204;2538;5739;;;;;
2540;3648;1707;1079;;;;;
1600;398;1120;11669;;;;;
4386;605;758;12106;;;;;
888;617;429;32840;;;;;
3076;706;3427;23990;;;;;
4014;1505;1279;1674;;;;;
2719;2024;439;4359;;;;;
317;1795;5018;5682;;;;;
291;1398;1512;7698;;;;;
4067;2748;1639;5130;;;;;
2107;999;834;6039;;;;;
4816;1387;938;1089;;;;;
1843;4628;1698;49349;;;;;
10059;3697;618;6970;;;;;
374;2598;1179;6055;;;;;
2399;1993;6919;16498;;;;;
2147;1498;1080;969;;;;;
2029;1197;3260;8139;;;;;
1429;1053;1939;2084;;;;;
1300;2929;1101;2366;;;;;
1400;404;1424;9048;;;;;
2612;568;2659;5690;;;;;
1848;4965;3299;16525;;;;;
2689;1345;620;1619;;;;;
2980;2865;648;1995;;;;;
2009;1382;975;17189;;;;;
3016;3203;658;9048;;;;;
3646;2498;698;3599;;;;;
5659;1298;439;6736;;;;;
3380;6987;2185;17379;;;;;
351;1126;683;4599;;;;;
2112;1537;696;18150;;;;;
820;1398;1107;9849;;;;;
518;1307;3660;704;;;;;
7589;3324;4049;5040;;;;;
1318;5698;1408;699;;;;;
2440;1248;1118;13449;;;;;
1098;2398;1435;1451;;;;;
3324;776;3548;3188;;;;;
1544;839;2329;2279;;;;;
933;2806;1768;2474;;;;;
2469;1098;529;6640;;;;;
2279;4497;808;5139;;;;;
1148;2021;3868;5849;;;;;
1443;2321;538;1239;;;;;
3686;2087;1535;4977;;;;;
4163;579;2680;20023;;;;;
2145;3446;1348;14305;;;;;
2398;897;639;14250;;;;;
2949;6196;313;9005;;;;;
820;1713;2084;28468;;;;;
415;3769;1009;6589;;;;;
1727;2045;511;2599;;;;;
3676;19729;868;1814;;;;;
329;4317;2759;26224;;;;;
1998;1198;1883;3988;;;;;
3987;922;549;13399;;;;;
2949;804;1268;41994;;;;;
1048;487;1318;9089;;;;;
2397;1097;1257;22374;;;;;
964;1187;607;21339;;;;;
3016;4698;579;997;;;;;
1836;1211;1557;19900;;;;;
4639;1098;5498;17577;;;;;
648;3698;1518;5559;;;;;
2176;2054;1384;1998;;;;;
2379;1397;575;6156;;;;;
3948;3143;3449;2618;;;;;
3143;727;1258;15394;;;;;
4238;2098;1134;7252;;;;;
2251;1472;2348;2695;;;;;
5969;1525;1319;12467;;;;;
558;580;1548;6799;;;;;
1169;2597;748;22834;;;;;
2175;3736;406;3895;;;;;
512;1894;1299;11660;;;;;
2181;4097;1318;4413;;;;;
1853;3413;668;6749;;;;;
2246;2668;5258;24792;;;;;
1089;1656;4849;749;;;;;
2409;2136;3962;17099;;;;;
1720;3611;669;8605;;;;;
976;2638;601;12099;;;;;
2924;5398;497;20190;;;;;
3773;598;878;14353;;;;;
1148;848;968;4003;;;;;
2149;1554;753;5419;;;;;
1603;1098;3938;14327;;;;;
1500;3470;1959;1299;;;;;
3811;3584;1507;5617;;;;;
3136;4004;1798;3464;;;;;
3284;1198;438;6139;;;;;
1924;468;2522;336;;;;;
1541;2651;5287;17198;;;;;
2147;1098;1321;12249;;;;;
1227;3352;409;2669;;;;;
4295;2450;2262;10089;;;;;
5866;3811;3892;10539;;;;;
1651;1384;1077;8648;;;;;
7320;418;3535;16538;;;;;
2535;5398;478;11305;;;;;
1041;2898;983;5140;;;;;
1203;3194;3149;6025;;;;;
2087;2398;1530;8562;;;;;
4537;3297;5498;4639;;;;;
1685;2236;1499;9913;;;;;
3751;218;547;2126;;;;;
3024;3788;948;1524;;;;;
1292;1898;1998;3550;;;;;
8441;958;3222;9598;;;;;
3834;1197;6825;1139;;;;;
2147;817;1079;26649;;;;;
1418;1997;1528;19000;;;;;
2549;998;2579;2124;;;;;
3376;2531;1269;2899;;;;;
3808;648;599;4778;;;;;
1794;4898;867;24847;;;;;
1098;898;4658;13484;;;;;
4924;3698;519;5598;;;;;
2811;3082;2853;21059;;;;;
2729;1127;1572;3976;;;;;
2440;749;1072;2689;;;;;
1054;1098;671;8259;;;;;
4367;1305;5727;5089;;;;;
1087;1025;6544;11829;;;;;
2991;4624;1438;24225;;;;;
2209;5945;818;23889;;;;;
2143;5439;2426;5552;;;;;
2096;829;1668;22749;;;;;
1978;738;2164;21149;;;;;
1096;3698;1268;2835;;;;;
6986;985;1611;4839;;;;;
3651;1174;2098;3129;;;;;
3086;3007;1129;4047;;;;;
213;3597;1353;10089;;;;;
1890;2198;1159;4398;;;;;
1899;1097;1434;9776;;;;;
922;3898;5678;3399;;;;;
3979;1297;1409;1235;;;;;
1562;1198;1056;9398;;;;;
2135;1370;1619;2809;;;;;
5215;2998;2490;17778;;;;;
1969;3398;529;16299;;;;;
15784;2561;2808;5917;;;;;
2875;1232;571;13444;;;;;
3851;1880;3848;7089;;;;;
2625;6090;3337;4778;;;;;
1305;6398;2159;4242;;;;;
1734;658;2059;14250;;;;;
5049;1576;1719;4234;;;;;
2094;1208;2197;2949;;;;;
2426;2995;2240;7648;;;;;
478;1316;1408;3139;;;;;
2074;1647;5254;1353;;;;;
1064;2624;308;4898;;;;;
3497;5098;1428;1599;;;;;
2532;1398;448;9517;;;;;
4785;1032;1265;3950;;;;;
1193;4116;1564;12252;;;;;
1949;1810;4742;539;;;;;
1171;1563;858;13128;;;;;
2060;2916;2158;12091;;;;;
3359;7866;518;7098;;;;;
329;7098;4145;22319;;;;;
1580;1978;998;4519;;;;;
4132;2945;10148;12999;;;;;
2290;632;1399;9104;;;;;
3336;649;309;9699;;;;;
1499;1721;758;4698;;;;;
5983;2098;478;12699;;;;;
1870;198;1372;4950;;;;;
3584;862;1269;1967;;;;;
1997;3876;1283;2350;;;;;
1848;3710;1469;8639;;;;;
1340;3898;2642;4200;;;;;
2046;1697;888;6820;;;;;
2001;4298;617;1278;;;;;
3811;4498;1236;1763;;;;;
7073;1898;1449;23299;;;;;
185;738;429;23599;;;;;
1548;2984;5489;4377;;;;;
2576;5354;3876;3319;;;;;
822;17945;1069;5514;;;;;
646;1998;1368;5292;;;;;
2147;834;1284;616;;;;;
5916;5887;674;19000;;;;;
4218;948;8643;24799;;;;;
2079;6181;4819;1202;;;;;
1990;4398;3173;4229;;;;;
2211;3310;1428;2639;;;;;
1454;4664;1559;6539;;;;;
1683;2169;786;2850;;;;;
4856;1638;3798;22094;;;;;
1210;598;1907;6089;;;;;
3157;657;2308;5657;;;;;
1098;5446;1010;4099;;;;;
3041;1346;3336;11500;;;;;
2666;538;758;5089;;;;;
822;7548;759;11097;;;;;
709;2977;1080;7714;;;;;
1148;1198;459;6799;;;;;
2779;1168;2500;16746;;;;;
1643;2132;818;657;;;;;
1549;1998;3217;4519;;;;;
5139;498;678;2589;;;;;
2386;898;1112;1904;;;;;
2725;1798;698;4674;;;;;
2639;758;4521;1809;;;;;
1898;998;965;1899;;;;;
1549;2671;2454;22369;;;;;
1135;641;5029;1659;;;;;
3466;8047;5498;14599;;;;;
361;2185;1033;6589;;;;;
2533;2398;1221;16248;;;;;
2147;3987;3001;2369;;;;;
1908;517;1075;3829;;;;;
1559;6793;638;4689;;;;;
5594;1356;692;5266;;;;;
555;3698;2035;474;;;;;
2247;3977;2820;11057;;;;;
1298;1872;536;5089;;;;;
1608;1098;1271;70128;;;;;
790;1698;1362;38314;;;;;
1209;907;327;6208;;;;;
1410;1715;3238;2474;;;;;
212;3296;769;9897;;;;;
2821;2098;1426;13299;;;;;
1064;1036;3299;12529;;;;;
3100;3598;1489;2618;;;;;
798;776;859;9916;;;;;
2206;2368;640;4389;;;;;
4766;1089;479;949;;;;;
2010;1860;685;13398;;;;;
1009;3810;2261;6889;;;;;
1373;2702;3898;6898;;;;;
760;1798;878;6079;;;;;
1417;3946;472;10891;;;;;
2999;595;3499;15097;;;;;
2344;418;1349;1889;;;;;
2420;3295;1207;4778;;;;;
3394;4808;1399;3569;;;;;
1144;1124;9423;3599;;;;;
2497;3846;499;26649;;;;;
1488;3160;1431;6779;;;;;
3119;1798;2098;11118;;;;;
5726;3683;669;3139;;;;;
2601;858;284;7749;;;;;
1098;1495;2169;4778;;;;;
880;402;1162;4038;;;;;
3585;598;2399;1904;;;;;
6361;2498;3048;688;;;;;
747;2698;2234;11624;;;;;
3815;537;2351;4519;;;;;
3066;2898;3238;5839;;;;;
12657;2269;1462;1239;;;;;
5099;2036;3999;7925;;;;;
1999;2966;5144;1252;;;;;
2660;7706;1436;32290;;;;;
2167;3296;2586;2835;;;;;
3361;1980;458;24489;;;;;
1118;2497;7364;5598;;;;;
889;1107;1384;3889;;;;;
2953;1498;397;4235;;;;;
1775;1663;1278;18764;;;;;
368;10667;1614;4689;;;;;
645;757;2353;1068;;;;;
5094;2597;549;7598;;;;;
1093;2098;2178;3018;;;;;
4295;3853;1269;7249;;;;;
1669;10998;1730;16248;;;;;
1137;3485;605;7318;;;;;
3487;2251;1918;13999;;;;;
4475;2198;1148;34098;;;;;
1854;494;2277;2939;;;;;
1691;3534;6528;8599;;;;;
1494;726;1868;2854;;;;;
4379;3505;1716;5769;;;;;
3410;6375;2018;8119;;;;;
5619;5997;2538;4778;;;;;
2097;1265;938;2589;;;;;
518;1660;3978;6255;;;;;
1937;2148;2618;2469;;;;;
4234;1367;2734;6794;;;;;
4178;4147;2908;23199;;;;;
2447;2632;1198;1238;;;;;
1648;2248;1716;22899;;;;;
2011;1087;1252;989;;;;;
1089;1665;1098;3550;;;;;
1870;2731;516;5917;;;;;
4988;1448;1508;1531;;;;;
2232;4298;1288;2180;;;;;
2292;2265;549;1899;;;;;
2087;3601;2599;3233;;;;;
1349;568;2418;6156;;;;;
1621;3804;2128;4890;;;;;
2358;1735;1169;24917;;;;;
1565;3156;1533;2854;;;;;
1584;4094;2558;1714;;;;;
2829;5801;1437;5458;;;;;
5036;2976;525;12143;;;;;
961;1698;879;5089;;;;;
2082;2397;2295;20238;;;;;
3971;598;738;2089;;;;;
2077;5243;1859;34927;;;;;
2399;1781;2359;774;;;;;
1951;1898;7298;5944;;;;;
1549;3475;1010;12122;;;;;
1167;628;2562;9044;;;;;
2235;17481;6160;9279;;;;;
1865;3548;273;18430;;;;;
1815;8593;3898;1389;;;;;
861;2397;2985;5098;;;;;
1887;1037;4736;4468;;;;;
1259;2293;4338;4194;;;;;
8525;3258;565;6820;;;;;
1598;532;1222;2039;;;;;
672;10919;1404;6898;;;;;
2118;2172;488;2388;;;;;
1607;4698;1437;16289;;;;;
6461;2857;2060;319;;;;;
3147;2448;1221;2829;;;;;
3578;6524;3823;4786;;;;;
6813;2596;841;10154;;;;;
1761;3797;3487;8512;;;;;
1722;3293;5291;19950;;;;;
2864;1683;1027;2253;;;;;
3668;28114;708;5268;;;;;
3946;7697;1808;639;;;;;
5763;633;2348;3800;;;;;
3234;5398;1578;9029;;;;;
7845;2112;2998;980;;;;;
5332;1468;1799;4370;;;;;
4043;3198;6228;23750;;;;;
1642;1398;1826;9680;;;;;
923;1900;2042;3399;;;;;
1098;4030;4091;2289;;;;;
5283;6097;3835;12325;;;;;
5438;6795;2654;17143;;;;;
1599;1146;1265;10729;;;;;
1988;1546;1159;20847;;;;;
1880;5221;1079;36598;;;;;
1526;3455;290;14399;;;;;
3164;2098;1065;11115;;;;;
2799;6629;3427;2049;;;;;
4672;3865;449;15000;;;;;
2799;4498;4736;4828;;;;;
2147;698;1739;14304;;;;;
3116;3561;5337;12479;;;;;
873;1101;1493;3810;;;;;
876;898;171;6840;;;;;
3675;1653;597;1179;;;;;
2242;2067;2632;18900;;;;;
2197;398;836;3614;;;;;
2029;3319;3022;3614;;;;;
3196;7385;990;32397;;;;;
2003;2398;319;3099;;;;;
921;3898;4878;3139;;;;;
214;7862;4491;2330;;;;;
2097;1731;1129;3789;;;;;
1509;1598;647;8098;;;;;
2397;3198;2248;2229;;;;;
1031;1395;329;3449;;;;;
1593;1198;468;3635;;;;;
2169;1599;3218;2807;;;;;
1333;3146;611;4192;;;;;
1609;638;400;6149;;;;;
1248;6597;1534;2479;;;;;
2360;734;1730;8233;;;;;
3724;7198;590;3799;;;;;
3639;2884;2530;2819;;;;;
5907;1016;509;29619;;;;;
1550;1637;2298;5985;;;;;
2247;1585;1907;8114;;;;;
3046;10955;1438;2829;;;;;
964;5297;2859;6085;;;;;
3046;4816;1292;4600;;;;;
4565;1998;2856;7208;;;;;
1648;1998;1499;12901;;;;;
2384;2267;289;3851;;;;;
1376;1539;1394;6113;;;;;
5692;5713;3304;22569;;;;;
5339;2992;2098;4828;;;;;
4032;2498;986;898;;;;;
2128;7398;2058;3219;;;;;
3309;1722;3100;4679;;;;;
2056;1382;1250;7344;;;;;
5516;1089;998;1019;;;;;
1166;1848;1290;22361;;;;;
4293;1458;1248;8500;;;;;
3850;3198;529;5937;;;;;
1438;2766;3049;23999;;;;;
1778;1022;568;9450;;;;;
1399;1697;3498;17198;;;;;
654;3198;1722;4372;;;;;
1703;598;6089;4048;;;;;
1472;1020;392;17355;;;;;
4063;2345;3513;62654;;;;;
4678;6886;310;5434;;;;;
6894;1776;1296;28500;;;;;
1848;2598;2348;13680;;;;;
1048;537;939;2367;;;;;
1910;1948;7524;8892;;;;;
681;1798;378;12024;;;;;
3865;448;669;18096;;;;;
1549;1176;1418;23695;;;;;
2922;558;1519;6669;;;;;
1462;8024;1028;20290;;;;;
1657;9076;1153;5999;;;;;
4286;7414;1968;17198;;;;;
2256;4154;2118;23199;;;;;
3933;1595;2728;8089;;;;;
2666;2698;2936;546;;;;;
4646;2207;1699;1359;;;;;
4999;2652;439;2046;;;;;
1960;2095;999;9600;;;;;
2831;3301;2772;2838;;;;;
2288;3105;3338;29850;;;;;
2147;3498;2316;24395;;;;;
1588;2529;880;7599;;;;;
1986;598;864;22699;;;;;
1148;566;2049;4396;;;;;
926;5794;1094;3424;;;;;
629;3162;1007;2199;;;;;
2152;5240;3457;5090;;;;;
890;3077;1570;2759;;;;;
4182;3994;1469;26220;;;;;
2496;1998;1949;7677;;;;;
4994;3768;3091;14824;;;;;
2985;1102;3614;5849;;;;;
2008;798;320;1179;;;;;
2694;2566;2108;1199;;;;;
2010;1575;1878;5650;;;;;
1685;498;3517;858;;;;;
3674;5734;679;16249;;;;;
2149;538;6197;5049;;;;;
2630;6598;1998;11118;;;;;
7263;1598;1713;31603;;;;;
1462;428;1501;11309;;;;;
2574;826;702;7698;;;;;
3956;2465;2788;9705;;;;;
384;2548;319;2804;;;;;
352;8729;4850;21039;;;;;
1928;1998;998;4309;;;;;
1625;4619;4098;3835;;;;;
2193;897;3608;1759;;;;;
1765;1271;458;6299;;;;;
2047;2018;4480;10791;;;;;
1242;7414;862;13937;;;;;
4372;1053;1132;3599;;;;;
2399;857;2309;10708;;;;;
1547;348;1096;878;;;;;
7541;3698;1318;11889;;;;;
3026;3298;2919;5225;;;;;
3646;1148;4948;4728;;;;;
1939;887;1017;14915;;;;;
4169;2598;3608;1740;;;;;
4173;5612;1003;808;;;;;
1081;3648;558;1039;;;;;
1016;478;6939;5130;;;;;
2655;1086;1125;10249;;;;;
1823;5198;330;3959;;;;;
4950;1447;3649;1495;;;;;
929;948;875;1569;;;;;
1289;1049;878;6799;;;;;
353;2888;2689;48250;;;;;
2767;4097;1898;6898;;;;;
5141;5233;2488;31233;;;;;
3996;2998;1079;5048;;;;;
3836;21360;648;688;;;;;
